Couple,Position,Monoculture_Couple,Condition_hydrique,Bloc,Colonne,Ligne,Position_pots,plante_genotype,poids_graine,Longueur_feuille_1,Largueur_feuille_1,taille_coleotile_feuille_1,taille_coleotile_feuille_2
EL4X_131.EL4X_74 wt b1,B1 - 5 - 9,Couple,Contrainte hydrique,1,5,9,droite,74,45,,,62,
EL4X_376.EL4X_235 WT b2,B2 - 1 - 1,Couple,Bien irrigue,2,1,1,gauche,376,67,,,52,
EL4X_376.EL4X_235 WT b2,B2 - 1 - 1,Couple,Bien irrigue,2,1,1,droite,235,47,,,4,
EL4X_114.EL4X_376 WT b2,B2 - 1 - 2,Couple,Bien irrigue,2,1,2,gauche,114,41,,,17,
EL4X_114.EL4X_376 WT b2,B2 - 1 - 2,Couple,Bien irrigue,2,1,2,droite,376,49,,,64,
EL4X_395.EL4X_114 WT b2,B2 - 1 - 3,Couple,Bien irrigue,2,1,3,gauche,395,52,,,35,
EL4X_395.EL4X_114 WT b2,B2 - 1 - 3,Couple,Bien irrigue,2,1,3,droite,114,47,,,21,
EL4X_165.EL4X_412 WT b2,B2 - 1 - 4,Couple,Bien irrigue,2,1,4,gauche,165,51,,,58,
EL4X_165.EL4X_412 WT b2,B2 - 1 - 4,Couple,Bien irrigue,2,1,4,droite,412,54,,,NA,
EL4X_329.EL4X_395 WT b2,B2 - 1 - 5,Couple,Bien irrigue,2,1,5,gauche,329,50,,,NA,
EL4X_329.EL4X_395 WT b2,B2 - 1 - 5,Couple,Bien irrigue,2,1,5,droite,395,52,,,NA,
EL4X_482.EL4X_348 WT b2,B2 - 1 - 6,Couple,Bien irrigue,2,1,6,gauche,482,49,,,NA,
EL4X_482.EL4X_348 WT b2,B2 - 1 - 6,Couple,Bien irrigue,2,1,6,droite,348,50,,,42,
EL4X_114.EL4X_114 WT b2,B2 - 1 - 7,Monoculture,Bien irrigue,2,1,7,gauche,114,40,,,39,
EL4X_114.EL4X_114 WT b2,B2 - 1 - 7,Monoculture,Bien irrigue,2,1,7,droite,114,47,,,9,
EL4X_348.EL4X_348 WT b2,B2 - 1 - 8,Monoculture,Bien irrigue,2,1,8,gauche,348,48,,,58,
EL4X_348.EL4X_348 WT b2,B2 - 1 - 8,Monoculture,Bien irrigue,2,1,8,droite,348,44,,,45,
EL4X_482.EL4X_265 WT b2,B2 - 1 - 9,Couple,Bien irrigue,2,1,9,gauche,482,53,,,NA,
EL4X_482.EL4X_265 WT b2,B2 - 1 - 9,Couple,Bien irrigue,2,1,9,droite,265,40,,,10,
EL4X_89.EL4X_118 WT b2,B2 - 2 - 1,Couple,Bien irrigue,2,2,1,gauche,89,43,,,37,
EL4X_89.EL4X_118 WT b2,B2 - 2 - 1,Couple,Bien irrigue,2,2,1,droite,118,40,,,51,
EL4X_395.EL4X_395 WT b2,B2 - 2 - 2,Monoculture,Bien irrigue,2,2,2,gauche,395,52,,,24,
EL4X_395.EL4X_395 WT b2,B2 - 2 - 2,Monoculture,Bien irrigue,2,2,2,droite,395,51,,,19,
EL4X_235.EL4X_235 WT b2,B2 - 2 - 3,Monoculture,Bien irrigue,2,2,3,gauche,235,40,,,NA,
EL4X_235.EL4X_235 WT b2,B2 - 2 - 3,Monoculture,Bien irrigue,2,2,3,droite,235,38,,,40,
EL4X_395.EL4X_376 WT b2,B2 - 2 - 4,Couple,Bien irrigue,2,2,4,gauche,395,45,,,19,
EL4X_395.EL4X_376 WT b2,B2 - 2 - 4,Couple,Bien irrigue,2,2,4,droite,376,50,,,NA,
EL4X_329.EL4X_376 WT b2,B2 - 2 - 5,Couple,Bien irrigue,2,2,5,gauche,329,50,,,23,
EL4X_329.EL4X_376 WT b2,B2 - 2 - 5,Couple,Bien irrigue,2,2,5,droite,376,65,,,23,
EL4X_130.EL4X_131 WT b2,B2 - 2 - 6,Couple,Bien irrigue,2,2,6,gauche,130,41,,,55,
EL4X_130.EL4X_131 WT b2,B2 - 2 - 6,Couple,Bien irrigue,2,2,6,droite,131,55,,,18,
EL4X_265.EL4X_348 WT b2,B2 - 2 - 7,Couple,Bien irrigue,2,2,7,gauche,265,48,,,34,
EL4X_265.EL4X_348 WT b2,B2 - 2 - 7,Couple,Bien irrigue,2,2,7,droite,348,49,,,59,
EL4X_165.EL4X_130 WT b2,B2 - 2 - 8,Couple,Bien irrigue,2,2,8,gauche,165,47,,,50,
EL4X_165.EL4X_130 WT b2,B2 - 2 - 8,Couple,Bien irrigue,2,2,8,droite,130,50,,,18,
EL4X_118.EL4X_118 WT b2,B2 - 2 - 9,Monoculture,Bien irrigue,2,2,9,gauche,118,34,,,57,
EL4X_118.EL4X_118 WT b2,B2 - 2 - 9,Monoculture,Bien irrigue,2,2,9,droite,118,50,,,40,
EL4X_118.EL4X_348 WT b2,B2 - 3 - 1,Couple,Bien irrigue,2,3,1,gauche,118,30,,,47,
EL4X_118.EL4X_348 WT b2,B2 - 3 - 1,Couple,Bien irrigue,2,3,1,droite,348,42,,,58,
EL4X_165.EL4X_131 WT b2,B2 - 3 - 2,Couple,Bien irrigue,2,3,2,gauche,165,48,,,48,
EL4X_165.EL4X_131 WT b2,B2 - 3 - 2,Couple,Bien irrigue,2,3,2,droite,131,56,,,NA,
EL4X_114.EL4X_235 WT b2,B2 - 3 - 3,Couple,Bien irrigue,2,3,3,gauche,114,43,,,55,
EL4X_114.EL4X_235 WT b2,B2 - 3 - 3,Couple,Bien irrigue,2,3,3,droite,235,41,,,39,
EL4X_130.EL4X_412 WT b2,B2 - 3 - 4,Couple,Bien irrigue,2,3,4,gauche,130,45,,,30,
EL4X_130.EL4X_412 WT b2,B2 - 3 - 4,Couple,Bien irrigue,2,3,4,droite,412,47,,,53,
EL4X_482.EL4X_118 WT b2,B2 - 3 - 5,Couple,Bien irrigue,2,3,5,gauche,482,46,,,10,
EL4X_482.EL4X_118 WT b2,B2 - 3 - 5,Couple,Bien irrigue,2,3,5,droite,118,44,,,60,
EL4X_89.EL4X_265 WT b2,B2 - 3 - 6,Couple,Bien irrigue,2,3,6,gauche,89,48,,,44,
EL4X_89.EL4X_265 WT b2,B2 - 3 - 6,Couple,Bien irrigue,2,3,6,droite,265,41,,,40,
EL4X_412.EL4X_412 WT b2,B2 - 3 - 7,Monoculture,Bien irrigue,2,3,7,gauche,412,63,,,28,
EL4X_412.EL4X_412 WT b2,B2 - 3 - 7,Monoculture,Bien irrigue,2,3,7,droite,412,38,,,43,
EL4X_131.EL4X_74 WT b2,B2 - 3 - 8,Couple,Bien irrigue,2,3,8,gauche,131,51,,,47,
EL4X_131.EL4X_74 WT b2,B2 - 3 - 8,Couple,Bien irrigue,2,3,8,droite,74,49,,,61,
EL4X_482.EL4X_482 WT b2,B2 - 3 - 9,Monoculture,Bien irrigue,2,3,9,gauche,482,53,,,NA,
EL4X_482.EL4X_482 WT b2,B2 - 3 - 9,Monoculture,Bien irrigue,2,3,9,droite,482,46,,,54,
EL4X_165.EL4X_165 WT b2,B2 - 4 - 1,Monoculture,Bien irrigue,2,4,1,gauche,165,50,,,47,
EL4X_165.EL4X_165 WT b2,B2 - 4 - 1,Monoculture,Bien irrigue,2,4,1,droite,165,51,,,NA,
EL4X_130.EL4X_74 WT b2,B2 - 4 - 2,Couple,Bien irrigue,2,4,2,gauche,130,61,,,48,
EL4X_130.EL4X_74 WT b2,B2 - 4 - 2,Couple,Bien irrigue,2,4,2,droite,74,49,,,45,
EL4X_265.EL4X_265 WT b2,B2 - 4 - 3,Monoculture,Bien irrigue,2,4,3,gauche,265,39,,,8,
EL4X_265.EL4X_265 WT b2,B2 - 4 - 3,Monoculture,Bien irrigue,2,4,3,droite,265,46,,,53,
EL4X_130.EL4X_130 WT b2,B2 - 4 - 4,Monoculture,Bien irrigue,2,4,4,gauche,130,44,,,54,
EL4X_130.EL4X_130 WT b2,B2 - 4 - 4,Monoculture,Bien irrigue,2,4,4,droite,130,41,,,29,
EL4X_329.EL4X_235 WT b2,B2 - 4 - 5,Couple,Bien irrigue,2,4,5,gauche,329,55,,,33,
EL4X_329.EL4X_235 WT b2,B2 - 4 - 5,Couple,Bien irrigue,2,4,5,droite,235,44,,,2,
EL4X_74.EL4X_74 WT b2,B2 - 4 - 6,Monoculture,Bien irrigue,2,4,6,gauche,74,48,,,60,
EL4X_74.EL4X_74 WT b2,B2 - 4 - 6,Monoculture,Bien irrigue,2,4,6,droite,74,47,,,57,
EL4X_329.EL4X_114 WT b2,B2 - 4 - 7,Couple,Bien irrigue,2,4,7,gauche,329,47,,,19,
EL4X_329.EL4X_114 WT b2,B2 - 4 - 7,Couple,Bien irrigue,2,4,7,droite,114,40,,,8,
EL4X_329.EL4X_329 WT b2,B2 - 4 - 8,Monoculture,Bien irrigue,2,4,8,gauche,329,50,,,25,
EL4X_329.EL4X_329 WT b2,B2 - 4 - 8,Monoculture,Bien irrigue,2,4,8,droite,329,53,,,NA,
EL4X_376.EL4X_376 WT b2,B2 - 4 - 9,Monoculture,Bien irrigue,2,4,9,gauche,376,48,,,55,
EL4X_376.EL4X_376 WT b2,B2 - 4 - 9,Monoculture,Bien irrigue,2,4,9,droite,376,48,,,49,
EL4X_412.EL4X_74 WT b2,B2 - 5 - 1,Couple,Bien irrigue,2,5,1,gauche,412,56,,,30,
EL4X_412.EL4X_74 WT b2,B2 - 5 - 1,Couple,Bien irrigue,2,5,1,droite,74,44,,,52,
EL4X_165.EL4X_74 WT b2,B2 - 5 - 2,Couple,Bien irrigue,2,5,2,gauche,165,49,,,1,
EL4X_165.EL4X_74 WT b2,B2 - 5 - 2,Couple,Bien irrigue,2,5,2,droite,74,41,,,54,
EL4X_412.EL4X_131 WT b2,B2 - 5 - 3,Couple,Bien irrigue,2,5,3,gauche,412,56,,,NA,
EL4X_412.EL4X_131 WT b2,B2 - 5 - 3,Couple,Bien irrigue,2,5,3,droite,131,45,,,29,
EL4X_395.EL4X_235 WT b2,B2 - 5 - 4,Couple,Bien irrigue,2,5,4,gauche,395,45,,,7,
EL4X_395.EL4X_235 WT b2,B2 - 5 - 4,Couple,Bien irrigue,2,5,4,droite,235,43,,,27,
EL4X_89.EL4X_348 WT b2,B2 - 5 - 5,Couple,Bien irrigue,2,5,5,gauche,89,43,,,40,
EL4X_89.EL4X_348 WT b2,B2 - 5 - 5,Couple,Bien irrigue,2,5,5,droite,348,51,,,19,
EL4X_265.EL4X_118 WT b2,B2 - 5 - 6,Couple,Bien irrigue,2,5,6,gauche,265,48,,,NA,
EL4X_265.EL4X_118 WT b2,B2 - 5 - 6,Couple,Bien irrigue,2,5,6,droite,118,NA,,,40,
EL4X_131.EL4X_131 WT b2,B2 - 5 - 7,Monoculture,Bien irrigue,2,5,7,gauche,131,32,,,46,
EL4X_131.EL4X_131 WT b2,B2 - 5 - 7,Monoculture,Bien irrigue,2,5,7,droite,131,60,,,55,
EL4X_89.EL4X_482 WT b2,B2 - 5 - 8,Couple,Bien irrigue,2,5,8,gauche,89,46,,,51,
EL4X_89.EL4X_482 WT b2,B2 - 5 - 8,Couple,Bien irrigue,2,5,8,droite,482,52,,,75,
EL4X_89.EL4X_89 WT b2,B2 - 5 - 9,Monoculture,Bien irrigue,2,5,9,gauche,89,41,,,58,
EL4X_89.EL4X_89 WT b2,B2 - 5 - 9,Monoculture,Bien irrigue,2,5,9,droite,89,42,,,31,
EL4X_131.EL4X_131 wt b3,B3 - 1 - 1,Monoculture,Contraite hydrique,3,1,1,gauche,131,54,,,35,
EL4X_131.EL4X_131 wt b3,B3 - 1 - 1,Monoculture,Contraite hydrique,3,1,1,droite,131,47,,,NA,
EL4X_412.EL4X_412 wt b3,B3 - 1 - 2,Monoculture,Contraite hydrique,3,1,2,gauche,412,49,,,1,
EL4X_412.EL4X_412 wt b3,B3 - 1 - 2,Monoculture,Contraite hydrique,3,1,2,droite,412,63,,,1,
EL4X_329.EL4X_376 wt b3,B3 - 1 - 3,Couple,Contraite hydrique,3,1,3,gauche,329,50,,,25,
EL4X_329.EL4X_376 wt b3,B3 - 1 - 3,Couple,Contraite hydrique,3,1,3,droite,376,55,,,26,
EL4X_89.EL4X_118 wt b3,B3 - 1 - 4,Couple,Contraite hydrique,3,1,4,gauche,89,48,,,NA,
EL4X_89.EL4X_118 wt b3,B3 - 1 - 4,Couple,Contraite hydrique,3,1,4,droite,118,32,,,55,
EL4X_329.EL4X_114 wt b3,B3 - 1 - 5,Couple,Contraite hydrique,3,1,5,gauche,329,57,,,56,
EL4X_329.EL4X_114 wt b3,B3 - 1 - 5,Couple,Contraite hydrique,3,1,5,droite,114,41,,,NA,
EL4X_74.EL4X_74 wt b3,B3 - 1 - 6,Monoculture,Contraite hydrique,3,1,6,gauche,74,38,,,50,
EL4X_74.EL4X_74 wt b3,B3 - 1 - 6,Monoculture,Contraite hydrique,3,1,6,droite,74,45,,,60,
EL4X_329.EL4X_395 wt b3,B3 - 1 - 7,Couple,Contraite hydrique,3,1,7,gauche,329,58,,,40,
EL4X_329.EL4X_395 wt b3,B3 - 1 - 7,Couple,Contraite hydrique,3,1,7,droite,395,56,,,10,
EL4X_265.EL4X_265 wt b3,B3 - 1 - 8,Monoculture,Contraite hydrique,3,1,8,gauche,265,48,,,50,
EL4X_265.EL4X_265 wt b3,B3 - 1 - 8,Monoculture,Contraite hydrique,3,1,8,droite,265,43,,,40,
EL4X_165.EL4X_130 wt b3,B3 - 1 - 9,Couple,Contraite hydrique,3,1,9,gauche,165,49,,,44,
EL4X_165.EL4X_130 wt b3,B3 - 1 - 9,Couple,Contraite hydrique,3,1,9,droite,130,54,,,50,
EL4X_131.EL4X_74 wt b3,B3 - 2 - 1,Couple,Contraite hydrique,3,2,1,gauche,131,63,,,30,
EL4X_131.EL4X_74 wt b3,B3 - 2 - 1,Couple,Contraite hydrique,3,2,1,droite,74,41,,,57,
EL4X_395.EL4X_395 wt b3,B3 - 2 - 2,Monoculture,Contraite hydrique,3,2,2,gauche,395,47,,,23,
EL4X_395.EL4X_395 wt b3,B3 - 2 - 2,Monoculture,Contraite hydrique,3,2,2,droite,395,52,,,25,
EL4X_89.EL4X_89 wt b3,B3 - 2 - 3,Monoculture,Contraite hydrique,3,2,3,gauche,89,46,,,NA,
EL4X_89.EL4X_89 wt b3,B3 - 2 - 3,Monoculture,Contraite hydrique,3,2,3,droite,89,43,,,52,
EL4X_482.EL4X_118 wt b3,B3 - 2 - 4,Couple,Contraite hydrique,3,2,4,gauche,482,53,,,30,
EL4X_482.EL4X_118 wt b3,B3 - 2 - 4,Couple,Contraite hydrique,3,2,4,droite,118,29,,,47,
EL4X_482.EL4X_348 wt b3,B3 - 2 - 5,Couple,Contraite hydrique,3,2,5,gauche,482,43,,,10,
EL4X_482.EL4X_348 wt b3,B3 - 2 - 5,Couple,Contraite hydrique,3,2,5,droite,348,48,,,57,
EL4X_130.EL4X_412 wt b3,B3 - 2 - 6,Couple,Contraite hydrique,3,2,6,gauche,130,48,,,69,
EL4X_130.EL4X_412 wt b3,B3 - 2 - 6,Couple,Contraite hydrique,3,2,6,droite,412,50,,,,
EL4X_89.EL4X_348 wt b3,B3 - 2 - 7,Couple,Contraite hydrique,3,2,7,gauche,89,46,,,30,
EL4X_89.EL4X_348 wt b3,B3 - 2 - 7,Couple,Contraite hydrique,3,2,7,droite,348,47,,,50,
EL4X_329.EL4X_235 wt b3,B3 - 2 - 8,Couple,Contraite hydrique,3,2,8,gauche,329,57,,,30,
EL4X_329.EL4X_235 wt b3,B3 - 2 - 8,Couple,Contraite hydrique,3,2,8,droite,235,45,,,8,
EL4X_165.EL4X_74 wt b3,B3 - 2 - 9,Couple,Contraite hydrique,3,2,9,gauche,165,44,,,14,
EL4X_165.EL4X_74 wt b3,B3 - 2 - 9,Couple,Contraite hydrique,3,2,9,droite,74,44,,,56,
EL4X_130.EL4X_74 wt b3,B3 - 3 - 1,Couple,Contraite hydrique,3,3,1,gauche,130,45,,,48,
EL4X_130.EL4X_74 wt b3,B3 - 3 - 1,Couple,Contraite hydrique,3,3,1,droite,74,48,,,64,
EL4X_482.EL4X_482 wt b3,B3 - 3 - 2,Monoculture,Contraite hydrique,3,3,2,gauche,482,49,,,40,
EL4X_482.EL4X_482 wt b3,B3 - 3 - 2,Monoculture,Contraite hydrique,3,3,2,droite,482,46,,,46,
EL4X_165.EL4X_412 wt b3,B3 - 3 - 3,Couple,Contraite hydrique,3,3,3,gauche,165,49,,,56,
