Couple,Position,Monoculture_Couple,Condition_hydrique,Bloc,Colonne,Ligne,Position_pots,plante_genotype,poids_graine,Longueur_feuille_1,Largueur_feuille_1,taille_coleotile_feuille_1,taille_coleotile_feuille_2
EL4X_165.EL4X_74 wt b3,B3 - 2 - 9,Couple,Contraite hydrique,3,2,9,gauche,165,44,NA,NA,,NA
EL4X_165.EL4X_74 wt b3,B3 - 2 - 9,Couple,Contraite hydrique,3,2,9,droite,74,44,122,5,,196
EL4X_130.EL4X_74 wt b3,B3 - 3 - 1,Couple,Contraite hydrique,3,3,1,gauche,130,45,168,5,,165
EL4X_130.EL4X_74 wt b3,B3 - 3 - 1,Couple,Contraite hydrique,3,3,1,droite,74,48,132,5,,183
EL4X_482.EL4X_482 wt b3,B3 - 3 - 2,Monoculture,Contraite hydrique,3,3,2,gauche,482,49,121,4,,184
EL4X_482.EL4X_482 wt b3,B3 - 3 - 2,Monoculture,Contraite hydrique,3,3,2,droite,482,46,165,5,,174
EL4X_165.EL4X_412 wt b3,B3 - 3 - 3,Couple,Contraite hydrique,3,3,3,gauche,165,49,148,4,,170
EL4X_165.EL4X_412 wt b3,B3 - 3 - 3,Couple,Contraite hydrique,3,3,3,droite,412,56,33,2,,184
EL4X_376.EL4X_376 wt b3,B3 - 3 - 4,Monoculture,Contraite hydrique,3,3,4,gauche,376,57,222,5,,136
EL4X_376.EL4X_376 wt b3,B3 - 3 - 4,Monoculture,Contraite hydrique,3,3,4,droite,376,45,161,5,,136
EL4X_114.EL4X_235 wt b3,B3 - 3 - 5,Couple,Contraite hydrique,3,3,5,gauche,114,42,168,5,,134
EL4X_114.EL4X_235 wt b3,B3 - 3 - 5,Couple,Contraite hydrique,3,3,5,droite,235,48,127,5,,136
EL4X_395.EL4X_114 wt b3,B3 - 3 - 6,Couple,Contraite hydrique,3,3,6,gauche,395,40,NA,NA,108,NA
EL4X_395.EL4X_114 wt b3,B3 - 3 - 6,Couple,Contraite hydrique,3,3,6,droite,114,44,95,4,,167
EL4X_265.EL4X_118 wt b3,B3 - 3 - 7,Couple,Contraite hydrique,3,3,7,gauche,265,48,161,4,,156
EL4X_265.EL4X_118 wt b3,B3 - 3 - 7,Couple,Contraite hydrique,3,3,7,droite,118,39,133,4,,130
EL4X_118.EL4X_118 wt b3,B3 - 3 - 8,Monoculture,Contraite hydrique,3,3,8,gauche,118,25,145,4,,80
EL4X_118.EL4X_118 wt b3,B3 - 3 - 8,Monoculture,Contraite hydrique,3,3,8,droite,118,29,119,4,,112
EL4X_395.EL4X_376 wt b3,B3 - 3 - 9,Couple,Contraite hydrique,3,3,9,gauche,395,54,65,3,,61
EL4X_395.EL4X_376 wt b3,B3 - 3 - 9,Couple,Contraite hydrique,3,3,9,droite,376,74,174,5,,173
EL4X_482.EL4X_265 wt b3,B3 - 4 - 1,Couple,Contraite hydrique,3,4,1,gauche,482,50,128,5,,171
EL4X_482.EL4X_265 wt b3,B3 - 4 - 1,Couple,Contraite hydrique,3,4,1,droite,265,43,112,4,,125
EL4X_412.EL4X_74 wt b3,B3 - 4 - 2,Couple,Contraite hydrique,3,4,2,gauche,412,50,104,4,,130
EL4X_412.EL4X_74 wt b3,B3 - 4 - 2,Couple,Contraite hydrique,3,4,2,droite,74,41,129,4,,196
EL4X_412.EL4X_131 wt b3,B3 - 4 - 3,Couple,Contraite hydrique,3,4,3,gauche,412,66,132,4,,164
EL4X_412.EL4X_131 wt b3,B3 - 4 - 3,Couple,Contraite hydrique,3,4,3,droite,131,53,149,4,,125
EL4X_395.EL4X_235 wt b3,B3 - 4 - 4,Couple,Contraite hydrique,3,4,4,gauche,395,51,NA,NA,,NA
EL4X_395.EL4X_235 wt b3,B3 - 4 - 4,Couple,Contraite hydrique,3,4,4,droite,235,45,117,4,,103
EL4X_376.EL4X_235 wt b3,B3 - 4 - 5,Couple,Contraite hydrique,3,4,5,gauche,376,37,214,5,,148
EL4X_376.EL4X_235 wt b3,B3 - 4 - 5,Couple,Contraite hydrique,3,4,5,droite,235,43,108,4,,114
EL4X_265.EL4X_348 wt b3,B3 - 4 - 6,Couple,Contraite hydrique,3,4,6,gauche,265,45,NA,NA,,NA
EL4X_265.EL4X_348 wt b3,B3 - 4 - 6,Couple,Contraite hydrique,3,4,6,droite,348,41,NA,NA,,NA
EL4X_130.EL4X_130 wt b3,B3 - 4 - 7,Monoculture,Contraite hydrique,3,4,7,gauche,130,44,186,5,,146
EL4X_130.EL4X_130 wt b3,B3 - 4 - 7,Monoculture,Contraite hydrique,3,4,7,droite,130,40,145,4,,125
EL4X_118.EL4X_348 wt b3,B3 - 4 - 8,Couple,Contraite hydrique,3,4,8,gauche,118,36,120,4,,135
EL4X_118.EL4X_348 wt b3,B3 - 4 - 8,Couple,Contraite hydrique,3,4,8,droite,348,47,141,4,,160
EL4X_165.EL4X_165 wt b3,B3 - 4 - 9,Monoculture,Contraite hydrique,3,4,9,gauche,165,47,132,3,,123
EL4X_165.EL4X_165 wt b3,B3 - 4 - 9,Monoculture,Contraite hydrique,3,4,9,droite,165,51,143,5,,NA
EL4X_329.EL4X_329 wt b3,B3 - 5 - 1,Monoculture,Contraite hydrique,3,5,1,gauche,329,48,104,4,,190
EL4X_329.EL4X_329 wt b3,B3 - 5 - 1,Monoculture,Contraite hydrique,3,5,1,droite,329,55,103,4,,177
EL4X_114.EL4X_376 wt b3,B3 - 5 - 2,Couple,Contraite hydrique,3,5,2,gauche,114,40,NA,NA,183,NA
EL4X_114.EL4X_376 wt b3,B3 - 5 - 2,Couple,Contraite hydrique,3,5,2,droite,376,48,151,4,,134
EL4X_89.EL4X_482 wt b3,B3 - 5 - 3,Couple,Contraite hydrique,3,5,3,gauche,89,45,130,4,,134
EL4X_89.EL4X_482 wt b3,B3 - 5 - 3,Couple,Contraite hydrique,3,5,3,droite,482,47,151,4,,190
EL4X_89.EL4X_265 wt b3,B3 - 5 - 4,Couple,Contraite hydrique,3,5,4,gauche,89,46,NA,NA,140,NA
EL4X_89.EL4X_265 wt b3,B3 - 5 - 4,Couple,Contraite hydrique,3,5,4,droite,265,40,120,3,,141
EL4X_235.EL4X_235 wt b3,B3 - 5 - 5,Monoculture,Contraite hydrique,3,5,5,gauche,235,44,154,5,,134
EL4X_235.EL4X_235 wt b3,B3 - 5 - 5,Monoculture,Contraite hydrique,3,5,5,droite,235,48,100,4,,105
EL4X_114.EL4X_114 wt b3,B3 - 5 - 6,Monoculture,Contraite hydrique,3,5,6,gauche,114,43,94,2,,93
EL4X_114.EL4X_114 wt b3,B3 - 5 - 6,Monoculture,Contraite hydrique,3,5,6,droite,114,44,130,4,,142
EL4X_165.EL4X_131 wt b3,B3 - 5 - 7,Couple,Contraite hydrique,3,5,7,gauche,165,54,184,5,,161
EL4X_165.EL4X_131 wt b3,B3 - 5 - 7,Couple,Contraite hydrique,3,5,7,droite,131,55,125,3,,125
EL4X_348.EL4X_348 wt b3,B3 - 5 - 8,Monoculture,Contraite hydrique,3,5,8,gauche,348,47,150,4,,166
EL4X_348.EL4X_348 wt b3,B3 - 5 - 8,Monoculture,Contraite hydrique,3,5,8,droite,348,42,122,3,,136
EL4X_130.EL4X_131 wt b3,B3 - 5 - 9,Couple,Contraite hydrique,3,5,9,gauche,130,46,140,4,,146
EL4X_130.EL4X_131 wt b3,B3 - 5 - 9,Couple,Contraite hydrique,3,5,9,droite,131,46,156,4,,116
EL4X_329.EL4X_235 WT b4,B4 - 1 - 1,Couple,Bien irrigue,4,1,1,gauche,329,55,88,3,,193
EL4X_329.EL4X_235 WT b4,B4 - 1 - 1,Couple,Bien irrigue,4,1,1,droite,235,44,165,5,,123
EL4X_329.EL4X_395 WT b4,B4 - 1 - 2,Couple,Bien irrigue,4,1,2,gauche,329,51,125,4,,145
EL4X_329.EL4X_395 WT b4,B4 - 1 - 2,Couple,Bien irrigue,4,1,2,droite,395,54,73,4,,65
EL4X_89.EL4X_89 WT b4,B4 - 1 - 3,Monoculture,Bien irrigue,4,1,3,gauche,89,41,156,5,,136
EL4X_89.EL4X_89 WT b4,B4 - 1 - 3,Monoculture,Bien irrigue,4,1,3,droite,89,42,145,5,,174
EL4X_395.EL4X_114 WT b4,B4 - 1 - 4,Couple,Bien irrigue,4,1,4,gauche,395,51,135,4,,120
EL4X_395.EL4X_114 WT b4,B4 - 1 - 4,Couple,Bien irrigue,4,1,4,droite,114,46,83,4,,56
EL4X_395.EL4X_395 WT b4,B4 - 1 - 5,Monoculture,Bien irrigue,4,1,5,gauche,395,49,95,3,,97
EL4X_395.EL4X_395 WT b4,B4 - 1 - 5,Monoculture,Bien irrigue,4,1,5,droite,395,46,205,4,,145
EL4X_412.EL4X_131 WT b4,B4 - 1 - 6,Couple,Bien irrigue,4,1,6,gauche,412,48,102,4,,113
EL4X_412.EL4X_131 WT b4,B4 - 1 - 6,Couple,Bien irrigue,4,1,6,droite,131,51,172,5,,134
EL4X_130.EL4X_131 WT b4,B4 - 1 - 7,Couple,Bien irrigue,4,1,7,gauche,130,31,138,3,,123
EL4X_130.EL4X_131 WT b4,B4 - 1 - 7,Couple,Bien irrigue,4,1,7,droite,131,44,85,3,,93
EL4X_265.EL4X_348 WT b4,B4 - 1 - 8,Couple,Bien irrigue,4,1,8,gauche,265,38,160,4,,168
EL4X_265.EL4X_348 WT b4,B4 - 1 - 8,Couple,Bien irrigue,4,1,8,droite,348,46,130,4,,171
EL4X_118.EL4X_118 WT b4,B4 - 1 - 9,Monoculture,Bien irrigue,4,1,9,gauche,118,41,145,5,,140
EL4X_118.EL4X_118 WT b4,B4 - 1 - 9,Monoculture,Bien irrigue,4,1,9,droite,118,34,140,4,,133
EL4X_165.EL4X_130 WT b4,B4 - 2 - 1,Couple,Bien irrigue,4,2,1,gauche,165,47,NA,NA,,NA
EL4X_165.EL4X_130 WT b4,B4 - 2 - 1,Couple,Bien irrigue,4,2,1,droite,130,49,195,4,,200
EL4X_329.EL4X_376 WT b4,B4 - 2 - 2,Couple,Bien irrigue,4,2,2,gauche,329,58,93,4,,132
EL4X_329.EL4X_376 WT b4,B4 - 2 - 2,Couple,Bien irrigue,4,2,2,droite,376,61,135,4,,160
EL4X_165.EL4X_74 WT b4,B4 - 2 - 3,Couple,Bien irrigue,4,2,3,gauche,165,50,132,4,,166
EL4X_165.EL4X_74 WT b4,B4 - 2 - 3,Couple,Bien irrigue,4,2,3,droite,74,44,125,4,,205
EL4X_131.EL4X_74 WT b4,B4 - 2 - 4,Couple,Bien irrigue,4,2,4,gauche,131,39,184,5,,143
EL4X_131.EL4X_74 WT b4,B4 - 2 - 4,Couple,Bien irrigue,4,2,4,droite,74,48,125,4,,201
EL4X_395.EL4X_235 WT b4,B4 - 2 - 5,Couple,Bien irrigue,4,2,5,gauche,395,54,145,4,,125
EL4X_395.EL4X_235 WT b4,B4 - 2 - 5,Couple,Bien irrigue,4,2,5,droite,235,41,112,4,,130
EL4X_130.EL4X_412 WT b4,B4 - 2 - 6,Couple,Bien irrigue,4,2,6,gauche,130,44,132,4,,170
EL4X_130.EL4X_412 WT b4,B4 - 2 - 6,Couple,Bien irrigue,4,2,6,droite,412,51,129,5,,138
EL4X_131.EL4X_131 WT b4,B4 - 2 - 7,Monoculture,Bien irrigue,4,2,7,gauche,131,45,157,4,,96
EL4X_131.EL4X_131 WT b4,B4 - 2 - 7,Monoculture,Bien irrigue,4,2,7,droite,131,50,185,4,,125
EL4X_74.EL4X_74 WT b4,B4 - 2 - 8,Monoculture,Bien irrigue,4,2,8,gauche,74,41,120,4,,205
EL4X_74.EL4X_74 WT b4,B4 - 2 - 8,Monoculture,Bien irrigue,4,2,8,droite,74,50,90,3,,171
EL4X_114.EL4X_376 WT b4,B4 - 2 - 9,Couple,Bien irrigue,4,2,9,gauche,114,45,145,4,,133
EL4X_114.EL4X_376 WT b4,B4 - 2 - 9,Couple,Bien irrigue,4,2,9,droite,376,44,182,5,,134
EL4X_482.EL4X_482 WT b4,B4 - 3 - 1,Monoculture,Bien irrigue,4,3,1,gauche,482,45,162,5,,199
EL4X_482.EL4X_482 WT b4,B4 - 3 - 1,Monoculture,Bien irrigue,4,3,1,droite,482,49,150,4,,216
EL4X_89.EL4X_482 WT b4,B4 - 3 - 2,Couple,Bien irrigue,4,3,2,gauche,89,41,131,4,,178
EL4X_89.EL4X_482 WT b4,B4 - 3 - 2,Couple,Bien irrigue,4,3,2,droite,482,50,165,5,,153
EL4X_89.EL4X_118 WT b4,B4 - 3 - 3,Couple,Bien irrigue,4,3,3,gauche,89,42,160,5,,151
EL4X_89.EL4X_118 WT b4,B4 - 3 - 3,Couple,Bien irrigue,4,3,3,droite,118,32,130,4,,133
EL4X_235.EL4X_235 WT b4,B4 - 3 - 4,Monoculture,Bien irrigue,4,3,4,gauche,235,41,158,5,,141
EL4X_235.EL4X_235 WT b4,B4 - 3 - 4,Monoculture,Bien irrigue,4,3,4,droite,235,40,118,5,,132
EL4X_265.EL4X_118 WT b4,B4 - 3 - 5,Couple,Bien irrigue,4,3,5,gauche,265,41,35,3,,115
EL4X_265.EL4X_118 WT b4,B4 - 3 - 5,Couple,Bien irrigue,4,3,5,droite,118,30,132,5,,135
EL4X_165.EL4X_131 WT b4,B4 - 3 - 6,Couple,Bien irrigue,4,3,6,gauche,165,49,95,4,,178
EL4X_165.EL4X_131 WT b4,B4 - 3 - 6,Couple,Bien irrigue,4,3,6,droite,131,43,143,5,,108
EL4X_118.EL4X_348 WT b4,B4 - 3 - 7,Couple,Bien irrigue,4,3,7,gauche,118,43,130,5,,165
EL4X_118.EL4X_348 WT b4,B4 - 3 - 7,Couple,Bien irrigue,4,3,7,droite,348,49,160,4,,190
EL4X_89.EL4X_348 WT b4,B4 - 3 - 8,Couple,Bien irrigue,4,3,8,gauche,89,48,100,4,,105
EL4X_89.EL4X_348 WT b4,B4 - 3 - 8,Couple,Bien irrigue,4,3,8,droite,348,47,138,5,,190
EL4X_130.EL4X_130 WT b4,B4 - 3 - 9,Monoculture,Bien irrigue,4,3,9,gauche,130,41,170,5,,137
EL4X_130.EL4X_130 WT b4,B4 - 3 - 9,Monoculture,Bien irrigue,4,3,9,droite,130,53,163,4,,170
EL4X_329.EL4X_329 WT b4,B4 - 4 - 1,Monoculture,Bien irrigue,4,4,1,gauche,329,54,128,5,,215
EL4X_329.EL4X_329 WT b4,B4 - 4 - 1,Monoculture,Bien irrigue,4,4,1,droite,329,55,73,4,,135
EL4X_482.EL4X_265 WT b4,B4 - 4 - 2,Couple,Bien irrigue,4,4,2,gauche,482,48,101,4,,192
EL4X_482.EL4X_265 WT b4,B4 - 4 - 2,Couple,Bien irrigue,4,4,2,droite,265,47,104,4,,124
EL4X_482.EL4X_118 WT b4,B4 - 4 - 3,Couple,Bien irrigue,4,4,3,gauche,482,45,115,4,,183
EL4X_482.EL4X_118 WT b4,B4 - 4 - 3,Couple,Bien irrigue,4,4,3,droite,118,27,134,4,,103
EL4X_329.EL4X_114 WT b4,B4 - 4 - 4,Couple,Bien irrigue,4,4,4,gauche,329,53,94,5,,180
EL4X_329.EL4X_114 WT b4,B4 - 4 - 4,Couple,Bien irrigue,4,4,4,droite,114,46,90,3,,116
EL4X_482.EL4X_348 WT b4,B4 - 4 - 5,Couple,Bien irrigue,4,4,5,gauche,482,52,177,4,,180
EL4X_482.EL4X_348 WT b4,B4 - 4 - 5,Couple,Bien irrigue,4,4,5,droite,348,42,105,4,,145
EL4X_376.EL4X_235 WT b4,B4 - 4 - 6,Couple,Bien irrigue,4,4,6,gauche,376,58,116,4,,208
EL4X_376.EL4X_235 WT b4,B4 - 4 - 6,Couple,Bien irrigue,4,4,6,droite,235,38,112,4,,116
EL4X_348.EL4X_348 WT b4,B4 - 4 - 7,Monoculture,Bien irrigue,4,4,7,gauche,348,49,140,4,,184
EL4X_348.EL4X_348 WT b4,B4 - 4 - 7,Monoculture,Bien irrigue,4,4,7,droite,348,47,80,4,,152
EL4X_412.EL4X_74 WT b4,B4 - 4 - 8,Couple,Bien irrigue,4,4,8,gauche,412,55,83,4,,113
EL4X_412.EL4X_74 WT b4,B4 - 4 - 8,Couple,Bien irrigue,4,4,8,droite,74,47,150,4,,212
EL4X_114.EL4X_114 WT b4,B4 - 4 - 9,Monoculture,Bien irrigue,4,4,9,gauche,114,43,100,4,,150
EL4X_114.EL4X_114 WT b4,B4 - 4 - 9,Monoculture,Bien irrigue,4,4,9,droite,114,45,118,3,,154
EL4X_376.EL4X_376 WT b4,B4 - 5 - 1,Monoculture,Bien irrigue,4,5,1,gauche,376,45,174,5,,150
EL4X_376.EL4X_376 WT b4,B4 - 5 - 1,Monoculture,Bien irrigue,4,5,1,droite,376,56,180,5,,177
EL4X_165.EL4X_165 WT b4,B4 - 5 - 2,Monoculture,Bien irrigue,4,5,2,gauche,165,47,103,4,,147
EL4X_165.EL4X_165 WT b4,B4 - 5 - 2,Monoculture,Bien irrigue,4,5,2,droite,165,46,155,5,,174
EL4X_265.EL4X_265 WT b4,B4 - 5 - 3,Monoculture,Bien irrigue,4,5,3,gauche,265,47,140,4,,176
EL4X_265.EL4X_265 WT b4,B4 - 5 - 3,Monoculture,Bien irrigue,4,5,3,droite,265,38,150,4,,198
EL4X_395.EL4X_376 WT b4,B4 - 5 - 4,Couple,Bien irrigue,4,5,4,gauche,395,47,NA,NA,125,NA
EL4X_395.EL4X_376 WT b4,B4 - 5 - 4,Couple,Bien irrigue,4,5,4,droite,376,52,200,4,,200
EL4X_412.EL4X_412 WT b4,B4 - 5 - 5,Monoculture,Bien irrigue,4,5,5,gauche,412,49,85,4,,118
EL4X_412.EL4X_412 WT b4,B4 - 5 - 5,Monoculture,Bien irrigue,4,5,5,droite,412,48,105,4,,130
EL4X_114.EL4X_235 WT b4,B4 - 5 - 6,Couple,Bien irrigue,4,5,6,gauche,114,44,162,4,,120
EL4X_114.EL4X_235 WT b4,B4 - 5 - 6,Couple,Bien irrigue,4,5,6,droite,235,39,135,4,,105
EL4X_165.EL4X_412 WT b4,B4 - 5 - 7,Couple,Bien irrigue,4,5,7,gauche,165,43,NA,NA,,NA
EL4X_165.EL4X_412 WT b4,B4 - 5 - 7,Couple,Bien irrigue,4,5,7,droite,412,50,130,5,,130
EL4X_130.EL4X_74 WT b4,B4 - 5 - 8,Couple,Bien irrigue,4,5,8,gauche,130,21,130,4,,103
EL4X_130.EL4X_74 WT b4,B4 - 5 - 8,Couple,Bien irrigue,4,5,8,droite,74,58,152,5,,245
EL4X_89.EL4X_265 WT b4,B4 - 5 - 9,Couple,Bien irrigue,4,5,9,gauche,89,45,125,4,,120
EL4X_89.EL4X_265 WT b4,B4 - 5 - 9,Couple,Bien irrigue,4,5,9,droite,265,41,132,5,,163
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,Monoculture,Contrainte hydrique,5,1,1,gauche,329,43,114,3,,194
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,Monoculture,Contrainte hydrique,5,1,1,droite,395,52,171,5,,148
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,Monoculture,Contrainte hydrique,5,1,2,gauche,130,35,154,4,,150
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,Monoculture,Contrainte hydrique,5,1,2,droite,130,43,153,3,,115
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,Couple,Contrainte hydrique,5,1,3,gauche,89,48,159,5,,152
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,Couple,Contrainte hydrique,5,1,3,droite,118,26,109,4,,106
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,Monoculture,Contrainte hydrique,5,1,4,gauche,165,44,127,4,,162
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,Monoculture,Contrainte hydrique,5,1,4,droite,165,49,109,5,,133
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,Couple,Contrainte hydrique,5,1,5,gauche,165,43,148,4,,156
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,Couple,Contrainte hydrique,5,1,5,droite,131,58,135,4,,108
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,Couple,Contrainte hydrique,5,1,6,gauche,114,40,NA,NA,176,NA
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,Couple,Contrainte hydrique,5,1,6,droite,235,40,106,4,,115
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,Couple,Contrainte hydrique,5,1,7,gauche,89,45,145,4,,149
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,Couple,Contrainte hydrique,5,1,7,droite,482,49,109,4,,191
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,Monoculture,Contrainte hydrique,5,1,8,gauche,235,47,148,5,,91
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,Monoculture,Contrainte hydrique,5,1,8,droite,235,39,118,4,,101
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,Couple,Contrainte hydrique,5,1,9,gauche,89,43,161,4,,174
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,Couple,Contrainte hydrique,5,1,9,droite,265,43,NA,NA,,NA
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,Couple,Contrainte hydrique,5,2,1,gauche,165,42,154,4,,149
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,Couple,Contrainte hydrique,5,2,1,droite,412,55,151,4,,106
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,Monoculture,Contrainte hydrique,5,2,2,gauche,265,38,105,4,,157
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,Monoculture,Contrainte hydrique,5,2,2,droite,265,47,100,5,,108
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,gauche,165,51,126,4,,166
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,droite,130,40,127,127,,3
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,gauche,130,47,120,4,,162
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,droite,74,45,136,4,,204
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,gauche,74,48,79,3,,182
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,droite,74,45,124,4,,179
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,gauche,131,62,131,4,,102
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,droite,74,44,135,4,,201
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,gauche,265,48,141,4,,165
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,droite,118,38,125,4,,146
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,gauche,89,40,106,5,,149
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,droite,348,42,122,4,,142
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,gauche,412,53,NA,NA,,NA
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,droite,131,61,131,4,,128
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,gauche,130,43,124,4,,109
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,droite,131,62,176,5,,123
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,gauche,482,52,122,4,,189
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,droite,348,46,142,4,,171
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,gauche,482,50,129,5,,212
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,droite,265,44,160,5,,160
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,gauche,395,52,119,4,,174
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,droite,114,41,88,4,,90
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,gauche,329,52,74,3,,60
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,droite,376,56,91,3,,106
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,gauche,130,40,151,4,,125
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,droite,412,54,145,5,,171
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,gauche,376,62,180,4,,156
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,droite,376,52,126,3,,116
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,gauche,376,52,130,4,,105
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,droite,235,43,152,4,,160
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,gauche,131,57,145,5,,89
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,droite,131,54,101,3,,64
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,gauche,118,35,115,4,,150
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,droite,118,39,140,5,,126
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,gauche,165,47,NA,NA,,NA
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,droite,74,50,117,5,,190
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,Monoculture,Contrainte hydrique,5,4,3,gauche,14,39,130,4,,99
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,Monoculture,Contrainte hydrique,5,4,3,droite,114,47,NA,NA,49,NA
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,Monoculture,Contrainte hydrique,5,4,4,gauche,482,51,126,5,,116
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,Monoculture,Contrainte hydrique,5,4,4,droite,482,61,175,4,,182
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,Monoculture,Contrainte hydrique,5,4,5,gauche,329,52,136,5,,195
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,Monoculture,Contrainte hydrique,5,4,5,droite,329,51,44,3,,51
EL4X_114.EL4X_376 wt b5,B5 - 4 - 6,Couple,Contrainte hydrique,5,4,6,gauche,114,39,165,5,,136
EL4X_114.EL4X_376 wt b5,B5 - 4 - 6,Couple,Contrainte hydrique,5,4,6,droite,376,69,171,5,,150
EL4X_118.EL4X_348 wt b5,B5 - 4 - 7,Couple,Contrainte hydrique,5,4,7,gauche,118,35,95,3,,124
EL4X_118.EL4X_348 wt b5,B5 - 4 - 7,Couple,Contrainte hydrique,5,4,7,droite,348,42,130,4,,160
EL4X_482.EL4X_118 wt b5,B5 - 4 - 8,Couple,Contrainte hydrique,5,4,8,gauche,482,49,150,3,,184
