Couple,Position,Monoculture_Couple,Condition_hydrique,Bloc,Colonne,Ligne,Position_pots,plante_genotype,poids_graine,Longueur_feuille_1,Largueur_feuille_1,taille_coleotile_feuille_1,taille_coleotile_feuille_2
EL4X_482.EL4X_348 wt b3,B3 - 2 - 5,Couple,Contraite hydrique,3,2,5,droite,348,48,145,4,NA,123
EL4X_130.EL4X_412 wt b3,B3 - 2 - 6,Couple,Contraite hydrique,3,2,6,gauche,130,48,152,4,NA,122
EL4X_130.EL4X_412 wt b3,B3 - 2 - 6,Couple,Contraite hydrique,3,2,6,droite,412,50,45,3,NA,67
EL4X_89.EL4X_348 wt b3,B3 - 2 - 7,Couple,Contraite hydrique,3,2,7,gauche,89,46,0,0,163,0
EL4X_89.EL4X_348 wt b3,B3 - 2 - 7,Couple,Contraite hydrique,3,2,7,droite,348,47,156,4,NA,145
EL4X_329.EL4X_235 wt b3,B3 - 2 - 8,Couple,Contraite hydrique,3,2,8,gauche,329,57,0,0,127,0
EL4X_329.EL4X_235 wt b3,B3 - 2 - 8,Couple,Contraite hydrique,3,2,8,droite,235,45,74,4,NA,53
EL4X_165.EL4X_74 wt b3,B3 - 2 - 9,Couple,Contraite hydrique,3,2,9,gauche,165,44,0,0,NA,0
EL4X_165.EL4X_74 wt b3,B3 - 2 - 9,Couple,Contraite hydrique,3,2,9,droite,74,44,122,4,NA,NA
EL4X_130.EL4X_74 wt b3,B3 - 3 - 1,Couple,Contraite hydrique,3,3,1,gauche,130,45,161,4,NA,82
EL4X_130.EL4X_74 wt b3,B3 - 3 - 1,Couple,Contraite hydrique,3,3,1,droite,74,48,135,5,NA,120
EL4X_482.EL4X_482 wt b3,B3 - 3 - 2,Monoculture,Contraite hydrique,3,3,2,gauche,482,49,122,4,NA,118
EL4X_482.EL4X_482 wt b3,B3 - 3 - 2,Monoculture,Contraite hydrique,3,3,2,droite,482,46,165,5,NA,110
EL4X_165.EL4X_412 wt b3,B3 - 3 - 3,Couple,Contraite hydrique,3,3,3,gauche,165,49,0,0,195,0
EL4X_165.EL4X_412 wt b3,B3 - 3 - 3,Couple,Contraite hydrique,3,3,3,droite,412,56,0,0,NA,0
EL4X_376.EL4X_376 wt b3,B3 - 3 - 4,Monoculture,Contraite hydrique,3,3,4,gauche,376,57,222,5,NA,92
EL4X_376.EL4X_376 wt b3,B3 - 3 - 4,Monoculture,Contraite hydrique,3,3,4,droite,376,45,160,5,NA,105
EL4X_114.EL4X_235 wt b3,B3 - 3 - 5,Couple,Contraite hydrique,3,3,5,gauche,114,42,0,0,184,0
EL4X_114.EL4X_235 wt b3,B3 - 3 - 5,Couple,Contraite hydrique,3,3,5,droite,235,48,0,0,150,0
EL4X_395.EL4X_114 wt b3,B3 - 3 - 6,Couple,Contraite hydrique,3,3,6,gauche,395,40,0,0,56,0
EL4X_395.EL4X_114 wt b3,B3 - 3 - 6,Couple,Contraite hydrique,3,3,6,droite,114,44,106,4,NA,95
EL4X_265.EL4X_118 wt b3,B3 - 3 - 7,Couple,Contraite hydrique,3,3,7,gauche,265,48,153,5,NA,105
EL4X_265.EL4X_118 wt b3,B3 - 3 - 7,Couple,Contraite hydrique,3,3,7,droite,118,39,138,5,NA,84
EL4X_118.EL4X_118 wt b3,B3 - 3 - 8,Monoculture,Contraite hydrique,3,3,8,gauche,118,25,0,0,170,0
EL4X_118.EL4X_118 wt b3,B3 - 3 - 8,Monoculture,Contraite hydrique,3,3,8,droite,118,29,115,4,NA,73
EL4X_395.EL4X_376 wt b3,B3 - 3 - 9,Couple,Contraite hydrique,3,3,9,gauche,395,54,0,0,86,0
EL4X_395.EL4X_376 wt b3,B3 - 3 - 9,Couple,Contraite hydrique,3,3,9,droite,376,74,168,5,NA,101
EL4X_482.EL4X_265 wt b3,B3 - 4 - 1,Couple,Contraite hydrique,3,4,1,gauche,482,50,0,0,156,0
EL4X_482.EL4X_265 wt b3,B3 - 4 - 1,Couple,Contraite hydrique,3,4,1,droite,265,43,0,0,121,0
EL4X_412.EL4X_74 wt b3,B3 - 4 - 2,Couple,Contraite hydrique,3,4,2,gauche,412,50,0,0,127,0
EL4X_412.EL4X_74 wt b3,B3 - 4 - 2,Couple,Contraite hydrique,3,4,2,droite,74,41,130,4,NA,135
EL4X_412.EL4X_131 wt b3,B3 - 4 - 3,Couple,Contraite hydrique,3,4,3,gauche,412,66,130,5,NA,81
EL4X_412.EL4X_131 wt b3,B3 - 4 - 3,Couple,Contraite hydrique,3,4,3,droite,131,53,0,0,187,0
EL4X_395.EL4X_235 wt b3,B3 - 4 - 4,Couple,Contraite hydrique,3,4,4,gauche,395,51,0,0,NA,0
EL4X_395.EL4X_235 wt b3,B3 - 4 - 4,Couple,Contraite hydrique,3,4,4,droite,235,45,0,0,129,0
EL4X_376.EL4X_235 wt b3,B3 - 4 - 5,Couple,Contraite hydrique,3,4,5,gauche,376,37,220,5,NA,79
EL4X_376.EL4X_235 wt b3,B3 - 4 - 5,Couple,Contraite hydrique,3,4,5,droite,235,43,0,0,127,0
EL4X_265.EL4X_348 wt b3,B3 - 4 - 6,Couple,Contraite hydrique,3,4,6,gauche,265,45,0,0,NA,0
EL4X_265.EL4X_348 wt b3,B3 - 4 - 6,Couple,Contraite hydrique,3,4,6,droite,348,41,0,0,NA,0
EL4X_130.EL4X_130 wt b3,B3 - 4 - 7,Monoculture,Contraite hydrique,3,4,7,gauche,130,44,180,4,NA,77
EL4X_130.EL4X_130 wt b3,B3 - 4 - 7,Monoculture,Contraite hydrique,3,4,7,droite,130,40,145,4,NA,65
EL4X_118.EL4X_348 wt b3,B3 - 4 - 8,Couple,Contraite hydrique,3,4,8,gauche,118,36,120,5,NA,87
EL4X_118.EL4X_348 wt b3,B3 - 4 - 8,Couple,Contraite hydrique,3,4,8,droite,348,47,145,4,NA,90
EL4X_165.EL4X_165 wt b3,B3 - 4 - 9,Monoculture,Contraite hydrique,3,4,9,gauche,165,47,0,0,160,0
EL4X_165.EL4X_165 wt b3,B3 - 4 - 9,Monoculture,Contraite hydrique,3,4,9,droite,165,51,145,5,NA,106
EL4X_329.EL4X_329 wt b3,B3 - 5 - 1,Monoculture,Contraite hydrique,3,5,1,gauche,329,48,105,5,NA,110
EL4X_329.EL4X_329 wt b3,B3 - 5 - 1,Monoculture,Contraite hydrique,3,5,1,droite,329,55,105,5,NA,95
EL4X_114.EL4X_376 wt b3,B3 - 5 - 2,Couple,Contraite hydrique,3,5,2,gauche,114,40,0,0,156,0
EL4X_114.EL4X_376 wt b3,B3 - 5 - 2,Couple,Contraite hydrique,3,5,2,droite,376,48,0,0,178,0
EL4X_89.EL4X_482 wt b3,B3 - 5 - 3,Couple,Contraite hydrique,3,5,3,gauche,89,45,0,0,180,0
EL4X_89.EL4X_482 wt b3,B3 - 5 - 3,Couple,Contraite hydrique,3,5,3,droite,482,47,155,5,NA,138
EL4X_89.EL4X_265 wt b3,B3 - 5 - 4,Couple,Contraite hydrique,3,5,4,gauche,89,46,0,0,128,0
EL4X_89.EL4X_265 wt b3,B3 - 5 - 4,Couple,Contraite hydrique,3,5,4,droite,265,40,0,0,158,0
EL4X_235.EL4X_235 wt b3,B3 - 5 - 5,Monoculture,Contraite hydrique,3,5,5,gauche,235,44,160,6,NA,77
EL4X_235.EL4X_235 wt b3,B3 - 5 - 5,Monoculture,Contraite hydrique,3,5,5,droite,235,48,0,0,131,0
EL4X_114.EL4X_114 wt b3,B3 - 5 - 6,Monoculture,Contraite hydrique,3,5,6,gauche,114,43,0,0,110,0
EL4X_114.EL4X_114 wt b3,B3 - 5 - 6,Monoculture,Contraite hydrique,3,5,6,droite,114,44,0,0,157,0
EL4X_165.EL4X_131 wt b3,B3 - 5 - 7,Couple,Contraite hydrique,3,5,7,gauche,165,54,184,5,NA,90
EL4X_165.EL4X_131 wt b3,B3 - 5 - 7,Couple,Contraite hydrique,3,5,7,droite,131,55,134,4,NA,92
EL4X_348.EL4X_348 wt b3,B3 - 5 - 8,Monoculture,Contraite hydrique,3,5,8,gauche,348,47,150,4,NA,110
EL4X_348.EL4X_348 wt b3,B3 - 5 - 8,Monoculture,Contraite hydrique,3,5,8,droite,348,42,105,4,NA,107
EL4X_130.EL4X_131 wt b3,B3 - 5 - 9,Couple,Contraite hydrique,3,5,9,gauche,130,46,140,4,NA,90
EL4X_130.EL4X_131 wt b3,B3 - 5 - 9,Couple,Contraite hydrique,3,5,9,droite,131,46,0,0,190,0
EL4X_329.EL4X_235 WT b4,B4 - 1 - 1,Couple,Bien irrigue,4,1,1,gauche,329,55,91,4,NA,110
EL4X_329.EL4X_235 WT b4,B4 - 1 - 1,Couple,Bien irrigue,4,1,1,droite,235,44,0,0,180,0
EL4X_329.EL4X_395 WT b4,B4 - 1 - 2,Couple,Bien irrigue,4,1,2,gauche,329,51,0,0,173,0
EL4X_329.EL4X_395 WT b4,B4 - 1 - 2,Couple,Bien irrigue,4,1,2,droite,395,54,0,0,85,0
EL4X_89.EL4X_89 WT b4,B4 - 1 - 3,Monoculture,Bien irrigue,4,1,3,gauche,89,41,140,4,NA,93
EL4X_89.EL4X_89 WT b4,B4 - 1 - 3,Monoculture,Bien irrigue,4,1,3,droite,89,42,0,0,195,0
EL4X_395.EL4X_114 WT b4,B4 - 1 - 4,Couple,Bien irrigue,4,1,4,gauche,395,51,0,0,74,0
EL4X_395.EL4X_114 WT b4,B4 - 1 - 4,Couple,Bien irrigue,4,1,4,droite,114,46,0,0,163,0
EL4X_395.EL4X_395 WT b4,B4 - 1 - 5,Monoculture,Bien irrigue,4,1,5,gauche,395,49,0,0,110,0
EL4X_395.EL4X_395 WT b4,B4 - 1 - 5,Monoculture,Bien irrigue,4,1,5,droite,395,46,0,0,230,0
EL4X_412.EL4X_131 WT b4,B4 - 1 - 6,Couple,Bien irrigue,4,1,6,gauche,412,48,0,0,130,0
EL4X_412.EL4X_131 WT b4,B4 - 1 - 6,Couple,Bien irrigue,4,1,6,droite,131,51,0,0,200,0
EL4X_130.EL4X_131 WT b4,B4 - 1 - 7,Couple,Bien irrigue,4,1,7,gauche,130,31,137,3,NA,64
EL4X_130.EL4X_131 WT b4,B4 - 1 - 7,Couple,Bien irrigue,4,1,7,droite,131,44,0,0,100,0
EL4X_265.EL4X_348 WT b4,B4 - 1 - 8,Couple,Bien irrigue,4,1,8,gauche,265,38,161,4,NA,100
EL4X_265.EL4X_348 WT b4,B4 - 1 - 8,Couple,Bien irrigue,4,1,8,droite,348,46,130,4,NA,105
EL4X_118.EL4X_118 WT b4,B4 - 1 - 9,Monoculture,Bien irrigue,4,1,9,gauche,118,41,141,5,NA,90
EL4X_118.EL4X_118 WT b4,B4 - 1 - 9,Monoculture,Bien irrigue,4,1,9,droite,118,34,0,0,170,0
EL4X_165.EL4X_130 WT b4,B4 - 2 - 1,Couple,Bien irrigue,4,2,1,gauche,165,47,0,0,NA,0
EL4X_165.EL4X_130 WT b4,B4 - 2 - 1,Couple,Bien irrigue,4,2,1,droite,130,49,200,5,NA,120
EL4X_329.EL4X_376 WT b4,B4 - 2 - 2,Couple,Bien irrigue,4,2,2,gauche,329,58,0,0,90,0
EL4X_329.EL4X_376 WT b4,B4 - 2 - 2,Couple,Bien irrigue,4,2,2,droite,376,61,0,0,175,0
EL4X_165.EL4X_74 WT b4,B4 - 2 - 3,Couple,Bien irrigue,4,2,3,gauche,165,50,0,0,172,0
EL4X_165.EL4X_74 WT b4,B4 - 2 - 3,Couple,Bien irrigue,4,2,3,droite,74,44,124,4,NA,143
EL4X_131.EL4X_74 WT b4,B4 - 2 - 4,Couple,Bien irrigue,4,2,4,gauche,131,39,0,0,207,0
EL4X_131.EL4X_74 WT b4,B4 - 2 - 4,Couple,Bien irrigue,4,2,4,droite,74,48,120,4,NA,137
EL4X_395.EL4X_235 WT b4,B4 - 2 - 5,Couple,Bien irrigue,4,2,5,gauche,395,54,0,0,167,0
EL4X_395.EL4X_235 WT b4,B4 - 2 - 5,Couple,Bien irrigue,4,2,5,droite,235,41,0,0,135,0
EL4X_130.EL4X_412 WT b4,B4 - 2 - 6,Couple,Bien irrigue,4,2,6,gauche,130,44,130,4,NA,95
EL4X_130.EL4X_412 WT b4,B4 - 2 - 6,Couple,Bien irrigue,4,2,6,droite,412,51,0,0,173,0
EL4X_131.EL4X_131 WT b4,B4 - 2 - 7,Monoculture,Bien irrigue,4,2,7,gauche,131,45,0,0,170,0
EL4X_131.EL4X_131 WT b4,B4 - 2 - 7,Monoculture,Bien irrigue,4,2,7,droite,131,50,0,0,210,0
EL4X_74.EL4X_74 WT b4,B4 - 2 - 8,Monoculture,Bien irrigue,4,2,8,gauche,74,41,120,3,NA,135
EL4X_74.EL4X_74 WT b4,B4 - 2 - 8,Monoculture,Bien irrigue,4,2,8,droite,74,50,90,4,NA,104
EL4X_114.EL4X_376 WT b4,B4 - 2 - 9,Couple,Bien irrigue,4,2,9,gauche,114,45,0,0,174,0
EL4X_114.EL4X_376 WT b4,B4 - 2 - 9,Couple,Bien irrigue,4,2,9,droite,376,44,0,0,197,0
EL4X_482.EL4X_482 WT b4,B4 - 3 - 1,Monoculture,Bien irrigue,4,3,1,gauche,482,45,160,4,NA,130
EL4X_482.EL4X_482 WT b4,B4 - 3 - 1,Monoculture,Bien irrigue,4,3,1,droite,482,49,150,4,NA,143
EL4X_89.EL4X_482 WT b4,B4 - 3 - 2,Couple,Bien irrigue,4,3,2,gauche,89,41,140,4,NA,130
EL4X_89.EL4X_482 WT b4,B4 - 3 - 2,Couple,Bien irrigue,4,3,2,droite,482,50,0,0,190,0
EL4X_89.EL4X_118 WT b4,B4 - 3 - 3,Couple,Bien irrigue,4,3,3,gauche,89,42,0,0,205,0
EL4X_89.EL4X_118 WT b4,B4 - 3 - 3,Couple,Bien irrigue,4,3,3,droite,118,32,0,0,148,0
EL4X_235.EL4X_235 WT b4,B4 - 3 - 4,Monoculture,Bien irrigue,4,3,4,gauche,235,41,0,0,183,0
EL4X_235.EL4X_235 WT b4,B4 - 3 - 4,Monoculture,Bien irrigue,4,3,4,droite,235,40,0,0,145,0
EL4X_265.EL4X_118 WT b4,B4 - 3 - 5,Couple,Bien irrigue,4,3,5,gauche,265,41,40,3,NA,45
EL4X_265.EL4X_118 WT b4,B4 - 3 - 5,Couple,Bien irrigue,4,3,5,droite,118,30,130,4,NA,75
EL4X_165.EL4X_131 WT b4,B4 - 3 - 6,Couple,Bien irrigue,4,3,6,gauche,165,49,98,4,NA,105
EL4X_165.EL4X_131 WT b4,B4 - 3 - 6,Couple,Bien irrigue,4,3,6,droite,131,43,0,0,160,0
EL4X_118.EL4X_348 WT b4,B4 - 3 - 7,Couple,Bien irrigue,4,3,7,gauche,118,43,0,0,173,0
EL4X_118.EL4X_348 WT b4,B4 - 3 - 7,Couple,Bien irrigue,4,3,7,droite,348,49,153,5,NA,123
EL4X_89.EL4X_348 WT b4,B4 - 3 - 8,Couple,Bien irrigue,4,3,8,gauche,89,48,0,0,120,0
EL4X_89.EL4X_348 WT b4,B4 - 3 - 8,Couple,Bien irrigue,4,3,8,droite,348,47,142,4,NA,125
EL4X_130.EL4X_130 WT b4,B4 - 3 - 9,Monoculture,Bien irrigue,4,3,9,gauche,130,41,0,0,215,0
EL4X_130.EL4X_130 WT b4,B4 - 3 - 9,Monoculture,Bien irrigue,4,3,9,droite,130,53,170,4,NA,105
EL4X_329.EL4X_329 WT b4,B4 - 4 - 1,Monoculture,Bien irrigue,4,4,1,gauche,329,54,130,4,NA,150
EL4X_329.EL4X_329 WT b4,B4 - 4 - 1,Monoculture,Bien irrigue,4,4,1,droite,329,55,0,0,108,0
EL4X_482.EL4X_265 WT b4,B4 - 4 - 2,Couple,Bien irrigue,4,4,2,gauche,482,48,105,4,NA,60
EL4X_482.EL4X_265 WT b4,B4 - 4 - 2,Couple,Bien irrigue,4,4,2,droite,265,47,75,4,NA,102
EL4X_482.EL4X_118 WT b4,B4 - 4 - 3,Couple,Bien irrigue,4,4,3,gauche,482,45,115,5,NA,92
EL4X_482.EL4X_118 WT b4,B4 - 4 - 3,Couple,Bien irrigue,4,4,3,droite,118,27,0,0,170,0
EL4X_329.EL4X_114 WT b4,B4 - 4 - 4,Couple,Bien irrigue,4,4,4,gauche,329,53,92,4,NA,101
EL4X_329.EL4X_114 WT b4,B4 - 4 - 4,Couple,Bien irrigue,4,4,4,droite,114,46,0,0,123,0
EL4X_482.EL4X_348 WT b4,B4 - 4 - 5,Couple,Bien irrigue,4,4,5,gauche,482,52,175,5,NA,107
EL4X_482.EL4X_348 WT b4,B4 - 4 - 5,Couple,Bien irrigue,4,4,5,droite,348,42,117,4,NA,84
EL4X_376.EL4X_235 WT b4,B4 - 4 - 6,Couple,Bien irrigue,4,4,6,gauche,376,58,120,4,NA,130
EL4X_376.EL4X_235 WT b4,B4 - 4 - 6,Couple,Bien irrigue,4,4,6,droite,235,38,0,0,124,0
EL4X_348.EL4X_348 WT b4,B4 - 4 - 7,Monoculture,Bien irrigue,4,4,7,gauche,348,49,140,5,NA,110
EL4X_348.EL4X_348 WT b4,B4 - 4 - 7,Monoculture,Bien irrigue,4,4,7,droite,348,47,81,4,NA,80
EL4X_412.EL4X_74 WT b4,B4 - 4 - 8,Couple,Bien irrigue,4,4,8,gauche,412,55,0,0,110,0
EL4X_412.EL4X_74 WT b4,B4 - 4 - 8,Couple,Bien irrigue,4,4,8,droite,74,47,153,5,NA,145
EL4X_114.EL4X_114 WT b4,B4 - 4 - 9,Monoculture,Bien irrigue,4,4,9,gauche,114,43,0,0,125,0
EL4X_114.EL4X_114 WT b4,B4 - 4 - 9,Monoculture,Bien irrigue,4,4,9,droite,114,45,0,0,147,0
EL4X_376.EL4X_376 WT b4,B4 - 5 - 1,Monoculture,Bien irrigue,4,5,1,gauche,376,45,176,5,NA,85
EL4X_376.EL4X_376 WT b4,B4 - 5 - 1,Monoculture,Bien irrigue,4,5,1,droite,376,56,181,5,NA,105
EL4X_165.EL4X_165 WT b4,B4 - 5 - 2,Monoculture,Bien irrigue,4,5,2,gauche,165,47,100,4,NA,95
EL4X_165.EL4X_165 WT b4,B4 - 5 - 2,Monoculture,Bien irrigue,4,5,2,droite,165,46,160,5,NA,100
EL4X_265.EL4X_265 WT b4,B4 - 5 - 3,Monoculture,Bien irrigue,4,5,3,gauche,265,47,128,4,NA,107
EL4X_265.EL4X_265 WT b4,B4 - 5 - 3,Monoculture,Bien irrigue,4,5,3,droite,265,38,150,4,NA,105
EL4X_395.EL4X_376 WT b4,B4 - 5 - 4,Couple,Bien irrigue,4,5,4,gauche,395,47,0,0,75,0
EL4X_395.EL4X_376 WT b4,B4 - 5 - 4,Couple,Bien irrigue,4,5,4,droite,376,52,200,5,NA,115
EL4X_412.EL4X_412 WT b4,B4 - 5 - 5,Monoculture,Bien irrigue,4,5,5,gauche,412,49,0,0,110,0
EL4X_412.EL4X_412 WT b4,B4 - 5 - 5,Monoculture,Bien irrigue,4,5,5,droite,412,48,0,0,125,0
EL4X_114.EL4X_235 WT b4,B4 - 5 - 6,Couple,Bien irrigue,4,5,6,gauche,114,44,0,0,175,0
EL4X_114.EL4X_235 WT b4,B4 - 5 - 6,Couple,Bien irrigue,4,5,6,droite,235,39,0,0,157,0
EL4X_165.EL4X_412 WT b4,B4 - 5 - 7,Couple,Bien irrigue,4,5,7,gauche,165,43,0,0,NA,0
EL4X_165.EL4X_412 WT b4,B4 - 5 - 7,Couple,Bien irrigue,4,5,7,droite,412,50,0,0,170,0
EL4X_130.EL4X_74 WT b4,B4 - 5 - 8,Couple,Bien irrigue,4,5,8,gauche,130,21,0,0,154,0
EL4X_130.EL4X_74 WT b4,B4 - 5 - 8,Couple,Bien irrigue,4,5,8,droite,74,58,152,5,NA,162
EL4X_89.EL4X_265 WT b4,B4 - 5 - 9,Couple,Bien irrigue,4,5,9,gauche,89,45,0,0,140,0
EL4X_89.EL4X_265 WT b4,B4 - 5 - 9,Couple,Bien irrigue,4,5,9,droite,265,41,0,0,174,0
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,Monoculture,Contrainte hydrique,5,1,1,gauche,329,43,109,5,NA,118
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,Monoculture,Contrainte hydrique,5,1,1,droite,395,52,0,0,211,0
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,Monoculture,Contrainte hydrique,5,1,2,gauche,130,35,153,4,NA,96
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,Monoculture,Contrainte hydrique,5,1,2,droite,130,43,0,0,192,0
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,Couple,Contrainte hydrique,5,1,3,gauche,89,48,0,0,198,0
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,Couple,Contrainte hydrique,5,1,3,droite,118,26,0,0,131,0
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,Monoculture,Contrainte hydrique,5,1,4,gauche,165,44,121,4,NA,105
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,Monoculture,Contrainte hydrique,5,1,4,droite,165,49,111,4,NA,78
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,Couple,Contrainte hydrique,5,1,5,gauche,165,43,0,0,113,0
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,Couple,Contrainte hydrique,5,1,5,droite,131,58,0,0,131,0
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,Couple,Contrainte hydrique,5,1,6,gauche,114,40,0,0,183,0
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,Couple,Contrainte hydrique,5,1,6,droite,235,40,0,0,156,0
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,Couple,Contrainte hydrique,5,1,7,gauche,89,45,0,0,180,0
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,Couple,Contrainte hydrique,5,1,7,droite,482,49,0,0,156,0
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,Monoculture,Contrainte hydrique,5,1,8,gauche,235,47,0,0,158,0
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,Monoculture,Contrainte hydrique,5,1,8,droite,235,39,0,0,127,0
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,Couple,Contrainte hydrique,5,1,9,gauche,89,43,166,5,NA,NA
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,Couple,Contrainte hydrique,5,1,9,droite,265,43,0,0,NA,0
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,Couple,Contrainte hydrique,5,2,1,gauche,165,42,0,0,201,0
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,Couple,Contrainte hydrique,5,2,1,droite,412,55,0,0,182,0
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,Monoculture,Contrainte hydrique,5,2,2,gauche,265,38,104,4,NA,99
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,Monoculture,Contrainte hydrique,5,2,2,droite,265,47,0,0,94,0
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,gauche,165,51,125,5,NA,88
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,droite,130,40,0,0,163,0
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,gauche,130,47,120,4,NA,95
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,droite,74,45,145,4,NA,144
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,gauche,74,48,85,4,NA,121
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,droite,74,45,175,4,NA,108
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,gauche,131,62,0,0,150,0
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,droite,74,44,123,3,NA,135
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,gauche,265,48,143,4,NA,74
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,droite,118,38,125,4,NA,96
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,gauche,89,40,121,4,NA,74
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,droite,348,42,125,4,NA,86
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,gauche,412,53,160,4,NA,92
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,droite,131,61,0,0,NA,0
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,gauche,130,43,0,0,146,0
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,droite,131,62,0,0,206,0
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,gauche,482,52,122,4,NA,101
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,droite,348,46,144,4,NA,100
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,gauche,482,50,126,4,NA,131
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,droite,265,44,152,4,NA,98
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,gauche,395,52,115,4,NA,96
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,droite,114,41,0,0,105,0
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,gauche,329,52,0,0,83,0
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,droite,376,56,86,3,NA,100
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,gauche,130,40,0,0,191,0
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,droite,412,54,150,0,NA,96
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,gauche,376,62,180,5,NA,90
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,droite,376,52,0,0,148,0
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,gauche,376,52,0,0,118,0
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,droite,235,43,146,4,NA,96
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,gauche,131,57,0,0,125,0
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,droite,131,54,0,0,106,0
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,gauche,118,35,111,5,NA,88
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,droite,118,39,0,0,179,0
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,gauche,165,47,0,0,NA,0
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,droite,74,50,112,4,NA,121
