Couple,Position,Monoculture_Couple,Condition_hydrique,Bloc,Colonne,Ligne,Position_pots,plante_genotype,poids_graine,Longueur_feuille_1,Largueur_feuille_1,taille_coleotile_feuille_1,taille_coleotile_feuille_2
EL4X_89.EL4X_348 wt b3,B3 - 2 - 7,Couple,Contraite hydrique,3,2,7,droite,348,47,0,0,109,0
EL4X_329.EL4X_235 wt b3,B3 - 2 - 8,Couple,Contraite hydrique,3,2,8,gauche,329,57,0,0,63,0
EL4X_329.EL4X_235 wt b3,B3 - 2 - 8,Couple,Contraite hydrique,3,2,8,droite,235,45,0,0,40,0
EL4X_165.EL4X_74 wt b3,B3 - 2 - 9,Couple,Contraite hydrique,3,2,9,gauche,165,44,0,0,37,0
EL4X_165.EL4X_74 wt b3,B3 - 2 - 9,Couple,Contraite hydrique,3,2,9,droite,74,44,0,0,100,0
EL4X_130.EL4X_74 wt b3,B3 - 3 - 1,Couple,Contraite hydrique,3,3,1,gauche,130,45,0,0,123,0
EL4X_130.EL4X_74 wt b3,B3 - 3 - 1,Couple,Contraite hydrique,3,3,1,droite,74,48,0,0,111,0
EL4X_482.EL4X_482 wt b3,B3 - 3 - 2,Monoculture,Contraite hydrique,3,3,2,gauche,482,49,0,0,84,0
EL4X_482.EL4X_482 wt b3,B3 - 3 - 2,Monoculture,Contraite hydrique,3,3,2,droite,482,46,0,0,113,0
EL4X_165.EL4X_412 wt b3,B3 - 3 - 3,Couple,Contraite hydrique,3,3,3,gauche,165,49,0,0,108,0
EL4X_165.EL4X_412 wt b3,B3 - 3 - 3,Couple,Contraite hydrique,3,3,3,droite,412,56,0,0,NA,0
EL4X_376.EL4X_376 wt b3,B3 - 3 - 4,Monoculture,Contraite hydrique,3,3,4,gauche,376,57,0,0,142,0
EL4X_376.EL4X_376 wt b3,B3 - 3 - 4,Monoculture,Contraite hydrique,3,3,4,droite,376,45,0,0,107,0
EL4X_114.EL4X_235 wt b3,B3 - 3 - 5,Couple,Contraite hydrique,3,3,5,gauche,114,42,0,0,76,0
EL4X_114.EL4X_235 wt b3,B3 - 3 - 5,Couple,Contraite hydrique,3,3,5,droite,235,48,0,0,62,0
EL4X_395.EL4X_114 wt b3,B3 - 3 - 6,Couple,Contraite hydrique,3,3,6,gauche,395,40,0,0,18,0
EL4X_395.EL4X_114 wt b3,B3 - 3 - 6,Couple,Contraite hydrique,3,3,6,droite,114,44,0,0,70,0
EL4X_265.EL4X_118 wt b3,B3 - 3 - 7,Couple,Contraite hydrique,3,3,7,gauche,265,48,0,0,106,0
EL4X_265.EL4X_118 wt b3,B3 - 3 - 7,Couple,Contraite hydrique,3,3,7,droite,118,39,0,0,98,0
EL4X_118.EL4X_118 wt b3,B3 - 3 - 8,Monoculture,Contraite hydrique,3,3,8,gauche,118,25,0,0,89,0
EL4X_118.EL4X_118 wt b3,B3 - 3 - 8,Monoculture,Contraite hydrique,3,3,8,droite,118,29,0,0,75,0
EL4X_395.EL4X_376 wt b3,B3 - 3 - 9,Couple,Contraite hydrique,3,3,9,gauche,395,54,0,0,39,0
EL4X_395.EL4X_376 wt b3,B3 - 3 - 9,Couple,Contraite hydrique,3,3,9,droite,376,74,0,0,79,0
EL4X_482.EL4X_265 wt b3,B3 - 4 - 1,Couple,Contraite hydrique,3,4,1,gauche,482,50,0,0,53,0
EL4X_482.EL4X_265 wt b3,B3 - 4 - 1,Couple,Contraite hydrique,3,4,1,droite,265,43,0,0,31,0
EL4X_412.EL4X_74 wt b3,B3 - 4 - 2,Couple,Contraite hydrique,3,4,2,gauche,412,50,0,0,46,0
EL4X_412.EL4X_74 wt b3,B3 - 4 - 2,Couple,Contraite hydrique,3,4,2,droite,74,41,0,0,99,0
EL4X_412.EL4X_131 wt b3,B3 - 4 - 3,Couple,Contraite hydrique,3,4,3,gauche,412,66,0,0,86,0
EL4X_412.EL4X_131 wt b3,B3 - 4 - 3,Couple,Contraite hydrique,3,4,3,droite,131,53,0,0,84,0
EL4X_395.EL4X_235 wt b3,B3 - 4 - 4,Couple,Contraite hydrique,3,4,4,gauche,395,51,0,0,NA,0
EL4X_395.EL4X_235 wt b3,B3 - 4 - 4,Couple,Contraite hydrique,3,4,4,droite,235,45,0,0,43,0
EL4X_376.EL4X_235 wt b3,B3 - 4 - 5,Couple,Contraite hydrique,3,4,5,gauche,376,37,0,0,136,0
EL4X_376.EL4X_235 wt b3,B3 - 4 - 5,Couple,Contraite hydrique,3,4,5,droite,235,43,0,0,42,0
EL4X_265.EL4X_348 wt b3,B3 - 4 - 6,Couple,Contraite hydrique,3,4,6,gauche,265,45,0,0,NA,0
EL4X_265.EL4X_348 wt b3,B3 - 4 - 6,Couple,Contraite hydrique,3,4,6,droite,348,41,0,0,NA,0
EL4X_130.EL4X_130 wt b3,B3 - 4 - 7,Monoculture,Contraite hydrique,3,4,7,gauche,130,44,0,0,111,0
EL4X_130.EL4X_130 wt b3,B3 - 4 - 7,Monoculture,Contraite hydrique,3,4,7,droite,130,40,0,0,85,0
EL4X_118.EL4X_348 wt b3,B3 - 4 - 8,Couple,Contraite hydrique,3,4,8,gauche,118,36,0,0,95,0
EL4X_118.EL4X_348 wt b3,B3 - 4 - 8,Couple,Contraite hydrique,3,4,8,droite,348,47,0,0,101,0
EL4X_165.EL4X_165 wt b3,B3 - 4 - 9,Monoculture,Contraite hydrique,3,4,9,gauche,165,47,0,0,79,0
EL4X_165.EL4X_165 wt b3,B3 - 4 - 9,Monoculture,Contraite hydrique,3,4,9,droite,165,51,0,0,102,0
EL4X_329.EL4X_329 wt b3,B3 - 5 - 1,Monoculture,Contraite hydrique,3,5,1,gauche,329,48,0,0,76,0
EL4X_329.EL4X_329 wt b3,B3 - 5 - 1,Monoculture,Contraite hydrique,3,5,1,droite,329,55,0,0,84,0
EL4X_114.EL4X_376 wt b3,B3 - 5 - 2,Couple,Contraite hydrique,3,5,2,gauche,114,40,0,0,64,0
EL4X_114.EL4X_376 wt b3,B3 - 5 - 2,Couple,Contraite hydrique,3,5,2,droite,376,48,0,0,71,0
EL4X_89.EL4X_482 wt b3,B3 - 5 - 3,Couple,Contraite hydrique,3,5,3,gauche,89,45,0,0,105,0
EL4X_89.EL4X_482 wt b3,B3 - 5 - 3,Couple,Contraite hydrique,3,5,3,droite,482,47,0,0,123,0
EL4X_89.EL4X_265 wt b3,B3 - 5 - 4,Couple,Contraite hydrique,3,5,4,gauche,89,46,0,0,66,0
EL4X_89.EL4X_265 wt b3,B3 - 5 - 4,Couple,Contraite hydrique,3,5,4,droite,265,40,0,0,101,0
EL4X_235.EL4X_235 wt b3,B3 - 5 - 5,Monoculture,Contraite hydrique,3,5,5,gauche,235,44,0,0,93,0
EL4X_235.EL4X_235 wt b3,B3 - 5 - 5,Monoculture,Contraite hydrique,3,5,5,droite,235,48,0,0,46,0
EL4X_114.EL4X_114 wt b3,B3 - 5 - 6,Monoculture,Contraite hydrique,3,5,6,gauche,114,43,0,0,39,0
EL4X_114.EL4X_114 wt b3,B3 - 5 - 6,Monoculture,Contraite hydrique,3,5,6,droite,114,44,0,0,56,0
EL4X_165.EL4X_131 wt b3,B3 - 5 - 7,Couple,Contraite hydrique,3,5,7,gauche,165,54,0,0,103,0
EL4X_165.EL4X_131 wt b3,B3 - 5 - 7,Couple,Contraite hydrique,3,5,7,droite,131,55,0,0,104,0
EL4X_348.EL4X_348 wt b3,B3 - 5 - 8,Monoculture,Contraite hydrique,3,5,8,gauche,348,47,0,0,109,0
EL4X_348.EL4X_348 wt b3,B3 - 5 - 8,Monoculture,Contraite hydrique,3,5,8,droite,348,42,0,0,72,0
EL4X_130.EL4X_131 wt b3,B3 - 5 - 9,Couple,Contraite hydrique,3,5,9,gauche,130,46,0,0,105,0
EL4X_130.EL4X_131 wt b3,B3 - 5 - 9,Couple,Contraite hydrique,3,5,9,droite,131,46,0,0,93,0
EL4X_329.EL4X_235 WT b4,B4 - 1 - 1,Couple,Bien irrigue,4,1,1,gauche,329,55,0,0,80,0
EL4X_329.EL4X_235 WT b4,B4 - 1 - 1,Couple,Bien irrigue,4,1,1,droite,235,44,0,0,90,0
EL4X_329.EL4X_395 WT b4,B4 - 1 - 2,Couple,Bien irrigue,4,1,2,gauche,329,51,0,0,74,0
EL4X_329.EL4X_395 WT b4,B4 - 1 - 2,Couple,Bien irrigue,4,1,2,droite,395,54,0,0,50,0
EL4X_89.EL4X_89 WT b4,B4 - 1 - 3,Monoculture,Bien irrigue,4,1,3,gauche,89,41,0,0,94,0
EL4X_89.EL4X_89 WT b4,B4 - 1 - 3,Monoculture,Bien irrigue,4,1,3,droite,89,42,0,0,92,0
EL4X_395.EL4X_114 WT b4,B4 - 1 - 4,Couple,Bien irrigue,4,1,4,gauche,395,51,0,0,36,0
EL4X_395.EL4X_114 WT b4,B4 - 1 - 4,Couple,Bien irrigue,4,1,4,droite,114,46,0,0,73,0
EL4X_395.EL4X_395 WT b4,B4 - 1 - 5,Monoculture,Bien irrigue,4,1,5,gauche,395,49,0,0,56,0
EL4X_395.EL4X_395 WT b4,B4 - 1 - 5,Monoculture,Bien irrigue,4,1,5,droite,395,46,0,0,112,0
EL4X_412.EL4X_131 WT b4,B4 - 1 - 6,Couple,Bien irrigue,4,1,6,gauche,412,48,0,0,57,0
EL4X_412.EL4X_131 WT b4,B4 - 1 - 6,Couple,Bien irrigue,4,1,6,droite,131,51,0,0,96,0
EL4X_130.EL4X_131 WT b4,B4 - 1 - 7,Couple,Bien irrigue,4,1,7,gauche,130,31,0,0,88,0
EL4X_130.EL4X_131 WT b4,B4 - 1 - 7,Couple,Bien irrigue,4,1,7,droite,131,44,0,0,25,0
EL4X_265.EL4X_348 WT b4,B4 - 1 - 8,Couple,Bien irrigue,4,1,8,gauche,265,38,0,0,113,0
EL4X_265.EL4X_348 WT b4,B4 - 1 - 8,Couple,Bien irrigue,4,1,8,droite,348,46,0,0,79,0
EL4X_118.EL4X_118 WT b4,B4 - 1 - 9,Monoculture,Bien irrigue,4,1,9,gauche,118,41,0,0,105,0
EL4X_118.EL4X_118 WT b4,B4 - 1 - 9,Monoculture,Bien irrigue,4,1,9,droite,118,34,0,0,82,0
EL4X_165.EL4X_130 WT b4,B4 - 2 - 1,Couple,Bien irrigue,4,2,1,gauche,165,47,0,0,NA,0
EL4X_165.EL4X_130 WT b4,B4 - 2 - 1,Couple,Bien irrigue,4,2,1,droite,130,49,0,0,117,0
EL4X_329.EL4X_376 WT b4,B4 - 2 - 2,Couple,Bien irrigue,4,2,2,gauche,329,58,0,0,NA,0
EL4X_329.EL4X_376 WT b4,B4 - 2 - 2,Couple,Bien irrigue,4,2,2,droite,376,61,0,0,82,0
EL4X_165.EL4X_74 WT b4,B4 - 2 - 3,Couple,Bien irrigue,4,2,3,gauche,165,50,0,0,87,0
EL4X_165.EL4X_74 WT b4,B4 - 2 - 3,Couple,Bien irrigue,4,2,3,droite,74,44,0,0,97,0
EL4X_131.EL4X_74 WT b4,B4 - 2 - 4,Couple,Bien irrigue,4,2,4,gauche,131,39,0,0,98,0
EL4X_131.EL4X_74 WT b4,B4 - 2 - 4,Couple,Bien irrigue,4,2,4,droite,74,48,0,0,95,0
EL4X_395.EL4X_235 WT b4,B4 - 2 - 5,Couple,Bien irrigue,4,2,5,gauche,395,54,0,0,61,0
EL4X_395.EL4X_235 WT b4,B4 - 2 - 5,Couple,Bien irrigue,4,2,5,droite,235,41,0,0,51,0
EL4X_130.EL4X_412 WT b4,B4 - 2 - 6,Couple,Bien irrigue,4,2,6,gauche,130,44,0,0,110,0
EL4X_130.EL4X_412 WT b4,B4 - 2 - 6,Couple,Bien irrigue,4,2,6,droite,412,51,0,0,90,0
EL4X_131.EL4X_131 WT b4,B4 - 2 - 7,Monoculture,Bien irrigue,4,2,7,gauche,131,45,0,0,75,0
EL4X_131.EL4X_131 WT b4,B4 - 2 - 7,Monoculture,Bien irrigue,4,2,7,droite,131,50,0,0,100,0
EL4X_74.EL4X_74 WT b4,B4 - 2 - 8,Monoculture,Bien irrigue,4,2,8,gauche,74,41,0,0,102,0
EL4X_74.EL4X_74 WT b4,B4 - 2 - 8,Monoculture,Bien irrigue,4,2,8,droite,74,50,0,0,70,0
EL4X_114.EL4X_376 WT b4,B4 - 2 - 9,Couple,Bien irrigue,4,2,9,gauche,114,45,0,0,84,0
EL4X_114.EL4X_376 WT b4,B4 - 2 - 9,Couple,Bien irrigue,4,2,9,droite,376,44,0,0,80,0
EL4X_482.EL4X_482 WT b4,B4 - 3 - 1,Monoculture,Bien irrigue,4,3,1,gauche,482,45,0,0,120,0
EL4X_482.EL4X_482 WT b4,B4 - 3 - 1,Monoculture,Bien irrigue,4,3,1,droite,482,49,0,0,113,0
EL4X_89.EL4X_482 WT b4,B4 - 3 - 2,Couple,Bien irrigue,4,3,2,gauche,89,41,0,0,108,0
EL4X_89.EL4X_482 WT b4,B4 - 3 - 2,Couple,Bien irrigue,4,3,2,droite,482,50,0,0,93,0
EL4X_89.EL4X_118 WT b4,B4 - 3 - 3,Couple,Bien irrigue,4,3,3,gauche,89,42,0,0,100,0
EL4X_89.EL4X_118 WT b4,B4 - 3 - 3,Couple,Bien irrigue,4,3,3,droite,118,32,0,0,77,0
EL4X_235.EL4X_235 WT b4,B4 - 3 - 4,Monoculture,Bien irrigue,4,3,4,gauche,235,41,0,0,86,0
EL4X_235.EL4X_235 WT b4,B4 - 3 - 4,Monoculture,Bien irrigue,4,3,4,droite,235,40,0,0,66,0
EL4X_265.EL4X_118 WT b4,B4 - 3 - 5,Couple,Bien irrigue,4,3,5,gauche,265,41,0,0,1,0
EL4X_265.EL4X_118 WT b4,B4 - 3 - 5,Couple,Bien irrigue,4,3,5,droite,118,30,0,0,95,0
EL4X_165.EL4X_131 WT b4,B4 - 3 - 6,Couple,Bien irrigue,4,3,6,gauche,165,49,0,0,81,0
EL4X_165.EL4X_131 WT b4,B4 - 3 - 6,Couple,Bien irrigue,4,3,6,droite,131,43,0,0,58,0
EL4X_118.EL4X_348 WT b4,B4 - 3 - 7,Couple,Bien irrigue,4,3,7,gauche,118,43,0,0,90,0
EL4X_118.EL4X_348 WT b4,B4 - 3 - 7,Couple,Bien irrigue,4,3,7,droite,348,49,0,0,115,0
EL4X_89.EL4X_348 WT b4,B4 - 3 - 8,Couple,Bien irrigue,4,3,8,gauche,89,48,0,0,59,0
EL4X_89.EL4X_348 WT b4,B4 - 3 - 8,Couple,Bien irrigue,4,3,8,droite,348,47,0,0,115,0
EL4X_130.EL4X_130 WT b4,B4 - 3 - 9,Monoculture,Bien irrigue,4,3,9,gauche,130,41,0,0,123,0
EL4X_130.EL4X_130 WT b4,B4 - 3 - 9,Monoculture,Bien irrigue,4,3,9,droite,130,53,0,0,121,0
EL4X_329.EL4X_329 WT b4,B4 - 4 - 1,Monoculture,Bien irrigue,4,4,1,gauche,329,54,0,0,128,0
EL4X_329.EL4X_329 WT b4,B4 - 4 - 1,Monoculture,Bien irrigue,4,4,1,droite,329,55,0,0,54,0
EL4X_482.EL4X_265 WT b4,B4 - 4 - 2,Couple,Bien irrigue,4,4,2,gauche,482,48,0,0,62,0
EL4X_482.EL4X_265 WT b4,B4 - 4 - 2,Couple,Bien irrigue,4,4,2,droite,265,47,0,0,13,0
EL4X_482.EL4X_118 WT b4,B4 - 4 - 3,Couple,Bien irrigue,4,4,3,gauche,482,45,0,0,48,0
EL4X_482.EL4X_118 WT b4,B4 - 4 - 3,Couple,Bien irrigue,4,4,3,droite,118,27,0,0,109,0
EL4X_329.EL4X_114 WT b4,B4 - 4 - 4,Couple,Bien irrigue,4,4,4,gauche,329,53,0,0,80,0
EL4X_329.EL4X_114 WT b4,B4 - 4 - 4,Couple,Bien irrigue,4,4,4,droite,114,46,0,0,55,0
EL4X_482.EL4X_348 WT b4,B4 - 4 - 5,Couple,Bien irrigue,4,4,5,gauche,482,52,0,0,103,0
EL4X_482.EL4X_348 WT b4,B4 - 4 - 5,Couple,Bien irrigue,4,4,5,droite,348,42,0,0,50,0
EL4X_376.EL4X_235 WT b4,B4 - 4 - 6,Couple,Bien irrigue,4,4,6,gauche,376,58,0,0,110,0
EL4X_376.EL4X_235 WT b4,B4 - 4 - 6,Couple,Bien irrigue,4,4,6,droite,235,38,0,0,44,0
EL4X_348.EL4X_348 WT b4,B4 - 4 - 7,Monoculture,Bien irrigue,4,4,7,gauche,348,49,0,0,85,0
EL4X_348.EL4X_348 WT b4,B4 - 4 - 7,Monoculture,Bien irrigue,4,4,7,droite,348,47,0,0,55,0
EL4X_412.EL4X_74 WT b4,B4 - 4 - 8,Couple,Bien irrigue,4,4,8,gauche,412,55,0,0,30,0
EL4X_412.EL4X_74 WT b4,B4 - 4 - 8,Couple,Bien irrigue,4,4,8,droite,74,47,0,0,114,0
EL4X_114.EL4X_114 WT b4,B4 - 4 - 9,Monoculture,Bien irrigue,4,4,9,gauche,114,43,0,0,40,0
EL4X_114.EL4X_114 WT b4,B4 - 4 - 9,Monoculture,Bien irrigue,4,4,9,droite,114,45,0,0,58,0
EL4X_376.EL4X_376 WT b4,B4 - 5 - 1,Monoculture,Bien irrigue,4,5,1,gauche,376,45,0,0,96,0
EL4X_376.EL4X_376 WT b4,B4 - 5 - 1,Monoculture,Bien irrigue,4,5,1,droite,376,56,0,0,128,0
EL4X_165.EL4X_165 WT b4,B4 - 5 - 2,Monoculture,Bien irrigue,4,5,2,gauche,165,47,0,0,62,0
EL4X_165.EL4X_165 WT b4,B4 - 5 - 2,Monoculture,Bien irrigue,4,5,2,droite,165,46,0,0,110,0
EL4X_265.EL4X_265 WT b4,B4 - 5 - 3,Monoculture,Bien irrigue,4,5,3,gauche,265,47,0,0,82,0
EL4X_265.EL4X_265 WT b4,B4 - 5 - 3,Monoculture,Bien irrigue,4,5,3,droite,265,38,0,0,103,0
EL4X_395.EL4X_376 WT b4,B4 - 5 - 4,Couple,Bien irrigue,4,5,4,gauche,395,47,0,0,8,0
EL4X_395.EL4X_376 WT b4,B4 - 5 - 4,Couple,Bien irrigue,4,5,4,droite,376,52,0,0,113,0
EL4X_412.EL4X_412 WT b4,B4 - 5 - 5,Monoculture,Bien irrigue,4,5,5,gauche,412,49,0,0,37,0
EL4X_412.EL4X_412 WT b4,B4 - 5 - 5,Monoculture,Bien irrigue,4,5,5,droite,412,48,0,0,46,0
EL4X_114.EL4X_235 WT b4,B4 - 5 - 6,Couple,Bien irrigue,4,5,6,gauche,114,44,0,0,66,0
EL4X_114.EL4X_235 WT b4,B4 - 5 - 6,Couple,Bien irrigue,4,5,6,droite,235,39,0,0,85,0
EL4X_165.EL4X_412 WT b4,B4 - 5 - 7,Couple,Bien irrigue,4,5,7,gauche,165,43,0,0,NA,0
EL4X_165.EL4X_412 WT b4,B4 - 5 - 7,Couple,Bien irrigue,4,5,7,droite,412,50,0,0,74,0
EL4X_130.EL4X_74 WT b4,B4 - 5 - 8,Couple,Bien irrigue,4,5,8,gauche,130,21,0,0,79,0
EL4X_130.EL4X_74 WT b4,B4 - 5 - 8,Couple,Bien irrigue,4,5,8,droite,74,58,0,0,129,0
EL4X_89.EL4X_265 WT b4,B4 - 5 - 9,Couple,Bien irrigue,4,5,9,gauche,89,45,0,0,47,0
EL4X_89.EL4X_265 WT b4,B4 - 5 - 9,Couple,Bien irrigue,4,5,9,droite,265,41,0,0,91,0
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,Monoculture,Contrainte hydrique,5,1,1,gauche,329,43,0,0,92,0
EL4X_329.EL4X_395 wt b5,B5 - 1 - 1,Monoculture,Contrainte hydrique,5,1,1,droite,395,52,0,0,93,0
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,Monoculture,Contrainte hydrique,5,1,2,gauche,130,35,0,0,113,0
EL4X_130.EL4X_130 wt b5,B5 - 1 - 2,Monoculture,Contrainte hydrique,5,1,2,droite,130,43,0,0,103,0
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,Couple,Contrainte hydrique,5,1,3,gauche,89,48,0,0,105,0
EL4X_89.EL4X_118 wt b5,B5 - 1 - 3,Couple,Contrainte hydrique,5,1,3,droite,118,26,0,0,73,0
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,Monoculture,Contrainte hydrique,5,1,4,gauche,165,44,0,0,92,0
EL4X_165.EL4X_165 wt b5,B5 - 1 - 4,Monoculture,Contrainte hydrique,5,1,4,droite,165,49,0,0,74,0
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,Couple,Contrainte hydrique,5,1,5,gauche,165,43,0,0,100,0
EL4X_165.EL4X_131 wt b5,B5 - 1 - 5,Couple,Contrainte hydrique,5,1,5,droite,131,58,0,0,13,0
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,Couple,Contrainte hydrique,5,1,6,gauche,114,40,0,0,NA,0
EL4X_114.EL4X_235 wt b5,B5 - 1 - 6,Couple,Contrainte hydrique,5,1,6,droite,235,40,0,0,64,0
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,Couple,Contrainte hydrique,5,1,7,gauche,89,45,0,0,88,0
EL4X_89.EL4X_482 wt b5,B5 - 1 - 7,Couple,Contrainte hydrique,5,1,7,droite,482,49,0,0,67,0
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,Monoculture,Contrainte hydrique,5,1,8,gauche,235,47,0,0,75,0
EL4X_235.EL4X_235 wt b5,B5 - 1 - 8,Monoculture,Contrainte hydrique,5,1,8,droite,235,39,0,0,55,0
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,Couple,Contrainte hydrique,5,1,9,gauche,89,43,0,0,120,0
EL4X_89.EL4X_265 wt b5,B5 - 1 - 9,Couple,Contrainte hydrique,5,1,9,droite,265,43,0,0,NA,0
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,Couple,Contrainte hydrique,5,2,1,gauche,165,42,0,0,110,0
EL4X_165.EL4X_412 wt b5,B5 - 2 - 1,Couple,Contrainte hydrique,5,2,1,droite,412,55,0,0,95,0
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,Monoculture,Contrainte hydrique,5,2,2,gauche,265,38,0,0,50,0
EL4X_265.EL4X_265 wt b5,B5 - 2 - 2,Monoculture,Contrainte hydrique,5,2,2,droite,265,47,0,0,7,0
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,gauche,165,51,0,0,90,0
EL4X_165.EL4X_130 wt b5,B5 - 2 - 3,Couple,Contrainte hydrique,5,2,3,droite,130,40,0,0,70,0
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,gauche,130,47,0,0,90,0
EL4X_130.EL4X_74 wt b5,B5 - 2 - 4,Couple,Contrainte hydrique,5,2,4,droite,74,45,0,0,120,0
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,gauche,74,48,0,0,90,0
EL4X_74.EL4X_74 wt b5,B5 - 2 - 5,Monoculture,Contrainte hydrique,5,2,5,droite,74,45,0,0,70,0
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,gauche,131,62,0,0,82,0
EL4X_131.EL4X_74 wt b5,B5 - 2 - 6,Couple,Contrainte hydrique,5,2,6,droite,74,44,0,0,106,0
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,gauche,265,48,0,0,102,0
EL4X_265.EL4X_118 wt b5,B5 - 2 - 7,Couple,Contrainte hydrique,5,2,7,droite,118,38,0,0,114,0
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,gauche,89,40,0,0,82,0
EL4X_89.EL4X_348 wt b5,B5 - 2 - 8,Couple,Contrainte hydrique,5,2,8,droite,348,42,0,0,52,0
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,gauche,412,53,0,0,NA,0
EL4X_412.EL4X_131 wt b5,B5 - 2 - 9,Couple,Contrainte hydrique,5,2,9,droite,131,61,0,0,67,0
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,gauche,130,43,0,0,47,0
EL4X_130.EL4X_131 wt b5,B5 - 3 - 1,Couple,Contrainte hydrique,5,3,1,droite,131,62,0,0,100,0
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,gauche,482,52,0,0,71,0
EL4X_482.EL4X_348 wt b5,B5 - 3 - 2,Couple,Contrainte hydrique,5,3,2,droite,348,46,0,0,84,0
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,gauche,482,50,0,0,85,0
EL4X_482.EL4X_265 wt b5,B5 - 3 - 3,Couple,Contrainte hydrique,5,3,3,droite,265,44,0,0,110,0
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,gauche,395,52,0,0,83,0
EL4X_395.EL4X_114 wt b5,B5 - 3 - 4,Couple,Contrainte hydrique,5,3,4,droite,114,41,0,0,45,0
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,gauche,329,52,0,0,46,0
EL4X_329.EL4X_376 wt b5,B5 - 3 - 5,Couple,Contrainte hydrique,5,3,5,droite,376,56,0,0,77,0
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,gauche,130,40,0,0,110,0
EL4X_130.EL4X_412 wt b5,B5 - 3 - 6,Couple,Contrainte hydrique,5,3,6,droite,412,54,0,0,108,0
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,gauche,376,62,0,0,110,0
EL4X_376.EL4X_376 wt b5,B5 - 3 - 7,Monoculture,Contrainte hydrique,5,3,7,droite,376,52,0,0,68,0
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,gauche,376,52,0,0,12,0
EL4X_376.EL4X_235 wt b5,B5 - 3 - 8,Couple,Contrainte hydrique,5,3,8,droite,235,43,0,0,70,0
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,gauche,131,57,0,0,26,0
EL4X_131.EL4X_131 wt b5,B5 - 3 - 9,Monoculture,Contrainte hydrique,5,3,9,droite,131,54,0,0,42,0
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,gauche,118,35,0,0,67,0
EL4X_118.EL4X_118 wt b5,B5 - 4 - 1,Monoculture,Contrainte hydrique,5,4,1,droite,118,39,0,0,100,0
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,gauche,165,47,0,0,15,0
EL4X_165.EL4X_74 wt b5,B5 - 4 - 2,Couple,Contrainte hydrique,5,4,2,droite,74,50,0,0,88,0
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,Monoculture,Contrainte hydrique,5,4,3,gauche,14,39,0,0,40,0
EL4X_114.EL4X_114 wt b5,B5 - 4 - 3,Monoculture,Contrainte hydrique,5,4,3,droite,114,47,0,0,25,0
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,Monoculture,Contrainte hydrique,5,4,4,gauche,482,51,0,0,85,0
EL4X_482.EL4X_482 wt b5,B5 - 4 - 4,Monoculture,Contrainte hydrique,5,4,4,droite,482,61,0,0,100,0
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,Monoculture,Contrainte hydrique,5,4,5,gauche,329,52,0,0,116,0
EL4X_329.EL4X_329 wt b5,B5 - 4 - 5,Monoculture,Contrainte hydrique,5,4,5,droite,329,51,0,0,30,0
