Couple,Position,Monoculture_Couple,Condition_hydrique,Bloc,Colonne,Ligne,Position_pots,plante_genotype,poids_graine,Longueur_feuille_1,Largueur_feuille_1,taille_coleotile_feuille_1,taille_coleotile_feuille_2
EL4X_89.EL4X_118 wt b1,B1 - 2 - 6,Couple,Contrainte hydrique,1,2,6,gauche,89,43,0,0,92,0
EL4X_89.EL4X_118 wt b1,B1 - 2 - 6,Couple,Contrainte hydrique,1,2,6,droite,118,29,0,0,70,0
EL4X_482.EL4X_348 wt b1,B1 - 2 - 7,Couple,Contrainte hydrique,1,2,7,gauche,482,53,0,0,43,0
EL4X_482.EL4X_348 wt b1,B1 - 2 - 7,Couple,Contrainte hydrique,1,2,7,droite,348,49,0,0,97,0
EL4X_412.EL4X_131 wt b1,B1 - 2 - 8,Couple,Contrainte hydrique,1,2,8,gauche,412,55,0,0,97,0
EL4X_412.EL4X_131 wt b1,B1 - 2 - 8,Couple,Contrainte hydrique,1,2,8,droite,131,49,0,0,47,0
EL4X_130.EL4X_74 wt b1,B1 - 2 - 9,Couple,Contrainte hydrique,1,2,9,gauche,130,66,0,0,132,0
EL4X_130.EL4X_74 wt b1,B1 - 2 - 9,Couple,Contrainte hydrique,1,2,9,droite,74,33,0,0,93,0
EL4X_395.EL4X_235 wt b1,B1 - 3 - 1,Couple,Contrainte hydrique,1,3,1,gauche,395,56,0,0,105,0
EL4X_395.EL4X_235 wt b1,B1 - 3 - 1,Couple,Contrainte hydrique,1,3,1,droite,235,NA,0,0,55,0
EL4X_482.EL4X_482 wt b1,B1 - 3 - 2,Monoculture,Contrainte hydrique,1,3,2,gauche,482,63,0,0,30,0
EL4X_482.EL4X_482 wt b1,B1 - 3 - 2,Monoculture,Contrainte hydrique,1,3,2,droite,482,53,0,0,43,0
EL4X_235.EL4X_235 wt b1,B1 - 3 - 3,Monoculture,Contrainte hydrique,1,3,3,gauche,235,43,0,0,75,0
EL4X_235.EL4X_235 wt b1,B1 - 3 - 3,Monoculture,Contrainte hydrique,1,3,3,droite,235,46,0,0,42,0
EL4X_165.EL4X_165 wt b1,B1 - 3 - 4,Monoculture,Contrainte hydrique,1,3,4,gauche,165,48,0,0,120,0
EL4X_165.EL4X_165 wt b1,B1 - 3 - 4,Monoculture,Contrainte hydrique,1,3,4,droite,165,46,0,0,100,0
EL4X_329.EL4X_114 wt b1,B1 - 3 - 5,Couple,Contrainte hydrique,1,3,5,gauche,329,47,0,0,67,0
EL4X_329.EL4X_114 wt b1,B1 - 3 - 5,Couple,Contrainte hydrique,1,3,5,droite,114,40,0,0,90,0
EL4X_395.EL4X_376 wt b1,B1 - 3 - 6,Couple,Contrainte hydrique,1,3,6,gauche,395,50,0,0,32,0
EL4X_395.EL4X_376 wt b1,B1 - 3 - 6,Couple,Contrainte hydrique,1,3,6,droite,376,48,0,0,65,0
EL4X_165.EL4X_74 wt b1,B1 - 3 - 7,Couple,Contrainte hydrique,1,3,7,gauche,165,49,0,0,47,0
EL4X_165.EL4X_74 wt b1,B1 - 3 - 7,Couple,Contrainte hydrique,1,3,7,droite,74,40,0,0,110,0
EL4X_482.EL4X_118 wt b1,B1 - 3 - 8,Couple,Contrainte hydrique,1,3,8,gauche,482,48,0,0,95,0
EL4X_482.EL4X_118 wt b1,B1 - 3 - 8,Couple,Contrainte hydrique,1,3,8,droite,118,46,0,0,85,0
EL4X_376.EL4X_235 wt b1,B1 - 3 - 9,Couple,Contrainte hydrique,1,3,9,gauche,376,34,0,0,95,0
EL4X_376.EL4X_235 wt b1,B1 - 3 - 9,Couple,Contrainte hydrique,1,3,9,droite,235,48,0,0,63,0
EL4X_89.EL4X_89 wt b1,B1 - 4 - 1,Monoculture,Contrainte hydrique,1,4,1,gauche,89,44,0,0,56,0
EL4X_89.EL4X_89 wt b1,B1 - 4 - 1,Monoculture,Contrainte hydrique,1,4,1,droite,89,47,0,0,95,0
EL4X_74.EL4X_74 wt b1,B1 - 4 - 2,Monoculture,Contrainte hydrique,1,4,2,gauche,74,46,0,0,105,0
EL4X_74.EL4X_74 wt b1,B1 - 4 - 2,Monoculture,Contrainte hydrique,1,4,2,droite,74,50,0,0,115,0
EL4X_114.EL4X_235 wt b1,B1 - 4 - 3,Couple,Contrainte hydrique,1,4,3,gauche,114,41,0,0,100,0
EL4X_114.EL4X_235 wt b1,B1 - 4 - 3,Couple,Contrainte hydrique,1,4,3,droite,235,45,0,0,NA,0
EL4X_89.EL4X_482 wt b1,B1 - 4 - 4,Couple,Contrainte hydrique,1,4,4,gauche,89,45,0,0,55,0
EL4X_89.EL4X_482 wt b1,B1 - 4 - 4,Couple,Contrainte hydrique,1,4,4,droite,482,53,0,0,80,0
EL4X_329.EL4X_376 wt b1,B1 - 4 - 5,Couple,Contrainte hydrique,1,4,5,gauche,329,51,0,0,160,0
EL4X_329.EL4X_376 wt b1,B1 - 4 - 5,Couple,Contrainte hydrique,1,4,5,droite,376,50,0,0,100,0
EL4X_130.EL4X_130 wt b1,B1 - 4 - 6,Monoculture,Contrainte hydrique,1,4,6,gauche,130,47,0,0,123,0
EL4X_130.EL4X_130 wt b1,B1 - 4 - 6,Monoculture,Contrainte hydrique,1,4,6,droite,130,48,0,0,75,0
EL4X_165.EL4X_130 wt b1,B1 - 4 - 7,Couple,Contrainte hydrique,1,4,7,gauche,165,42,0,0,120,0
EL4X_165.EL4X_130 wt b1,B1 - 4 - 7,Couple,Contrainte hydrique,1,4,7,droite,130,38,0,0,115,0
EL4X_412.EL4X_74 wt b1,B1 - 4 - 8,Couple,Contrainte hydrique,1,4,8,gauche,412,54,0,0,97,0
EL4X_412.EL4X_74 wt b1,B1 - 4 - 8,Couple,Contrainte hydrique,1,4,8,droite,74,42,0,0,107,0
EL4X_329.EL4X_235 wt b1,B1 - 4 - 9,Couple,Contrainte hydrique,1,4,9,gauche,329,47,0,0,45,0
EL4X_329.EL4X_235 wt b1,B1 - 4 - 9,Couple,Contrainte hydrique,1,4,9,droite,235,39,0,0,54,0
EL4X_395.EL4X_114 wt b1,B1 - 5 - 1,Couple,Contrainte hydrique,1,5,1,gauche,395,52,0,0,30,0
EL4X_395.EL4X_114 wt b1,B1 - 5 - 1,Couple,Contrainte hydrique,1,5,1,droite,114,47,0,0,35,0
EL4X_130.EL4X_131 wt b1,B1 - 5 - 2,Couple,Contrainte hydrique,1,5,2,gauche,130,22,0,0,110,0
EL4X_130.EL4X_131 wt b1,B1 - 5 - 2,Couple,Contrainte hydrique,1,5,2,droite,131,54,0,0,100,0
EL4X_376.EL4X_376 wt b1,B1 - 5 - 3,Monoculture,Contrainte hydrique,1,5,3,gauche,376,62,0,0,126,0
EL4X_376.EL4X_376 wt b1,B1 - 5 - 3,Monoculture,Contrainte hydrique,1,5,3,droite,376,42,0,0,80,0
EL4X_165.EL4X_412 wt b1,B1 - 5 - 4,Couple,Contrainte hydrique,1,5,4,gauche,165,42,0,0,90,0
EL4X_165.EL4X_412 wt b1,B1 - 5 - 4,Couple,Contrainte hydrique,1,5,4,droite,412,55,0,0,121,0
EL4X_118.EL4X_118 wt b1,B1 - 5 - 5,Monoculture,Contrainte hydrique,1,5,5,gauche,118,43,0,0,75,0
EL4X_118.EL4X_118 wt b1,B1 - 5 - 5,Monoculture,Contrainte hydrique,1,5,5,droite,118,36,0,0,47,0
EL4X_131.EL4X_131 wt b1,B1 - 5 - 6,Monoculture,Contrainte hydrique,1,5,6,gauche,131,56,0,0,92,0
EL4X_131.EL4X_131 wt b1,B1 - 5 - 6,Monoculture,Contrainte hydrique,1,5,6,droite,131,62,0,0,95,0
EL4X_130.EL4X_412 wt b1,B1 - 5 - 7,Couple,Contrainte hydrique,1,5,7,gauche,130,28,0,0,120,0
EL4X_130.EL4X_412 wt b1,B1 - 5 - 7,Couple,Contrainte hydrique,1,5,7,droite,412,48,0,0,75,0
EL4X_348.EL4X_348 wt b1,B1 - 5 - 8,Monoculture,Contrainte hydrique,1,5,8,gauche,348,31,0,0,123,0
EL4X_348.EL4X_348 wt b1,B1 - 5 - 8,Monoculture,Contrainte hydrique,1,5,8,droite,348,41,0,0,130,0
EL4X_131.EL4X_74 wt b1,B1 - 5 - 9,Couple,Contrainte hydrique,1,5,9,gauche,131,69,0,0,100,0
EL4X_131.EL4X_74 wt b1,B1 - 5 - 9,Couple,Contrainte hydrique,1,5,9,droite,74,45,0,0,115,0
EL4X_376.EL4X_235 WT b2,B2 - 1 - 1,Couple,Bien irrigue,2,1,1,gauche,376,67,0,0,113,0
EL4X_376.EL4X_235 WT b2,B2 - 1 - 1,Couple,Bien irrigue,2,1,1,droite,235,47,0,0,46,0
EL4X_114.EL4X_376 WT b2,B2 - 1 - 2,Couple,Bien irrigue,2,1,2,gauche,114,41,0,0,65,0
EL4X_114.EL4X_376 WT b2,B2 - 1 - 2,Couple,Bien irrigue,2,1,2,droite,376,49,0,0,137,0
EL4X_395.EL4X_114 WT b2,B2 - 1 - 3,Couple,Bien irrigue,2,1,3,gauche,395,52,0,0,81,0
EL4X_395.EL4X_114 WT b2,B2 - 1 - 3,Couple,Bien irrigue,2,1,3,droite,114,47,0,0,34,0
EL4X_165.EL4X_412 WT b2,B2 - 1 - 4,Couple,Bien irrigue,2,1,4,gauche,165,51,0,0,122,0
EL4X_165.EL4X_412 WT b2,B2 - 1 - 4,Couple,Bien irrigue,2,1,4,droite,412,54,0,0,10,0
EL4X_329.EL4X_395 WT b2,B2 - 1 - 5,Couple,Bien irrigue,2,1,5,gauche,329,50,0,0,NA,0
EL4X_329.EL4X_395 WT b2,B2 - 1 - 5,Couple,Bien irrigue,2,1,5,droite,395,52,0,0,32,0
EL4X_482.EL4X_348 WT b2,B2 - 1 - 6,Couple,Bien irrigue,2,1,6,gauche,482,49,0,0,8,0
EL4X_482.EL4X_348 WT b2,B2 - 1 - 6,Couple,Bien irrigue,2,1,6,droite,348,50,0,0,113,0
EL4X_114.EL4X_114 WT b2,B2 - 1 - 7,Monoculture,Bien irrigue,2,1,7,gauche,114,40,0,0,85,0
EL4X_114.EL4X_114 WT b2,B2 - 1 - 7,Monoculture,Bien irrigue,2,1,7,droite,114,47,0,0,53,0
EL4X_348.EL4X_348 WT b2,B2 - 1 - 8,Monoculture,Bien irrigue,2,1,8,gauche,348,48,0,0,92,0
EL4X_348.EL4X_348 WT b2,B2 - 1 - 8,Monoculture,Bien irrigue,2,1,8,droite,348,44,0,0,107,0
EL4X_482.EL4X_265 WT b2,B2 - 1 - 9,Couple,Bien irrigue,2,1,9,gauche,482,53,0,0,NA,0
EL4X_482.EL4X_265 WT b2,B2 - 1 - 9,Couple,Bien irrigue,2,1,9,droite,265,40,0,0,43,0
EL4X_89.EL4X_118 WT b2,B2 - 2 - 1,Couple,Bien irrigue,2,2,1,gauche,89,43,0,0,91,0
EL4X_89.EL4X_118 WT b2,B2 - 2 - 1,Couple,Bien irrigue,2,2,1,droite,118,40,0,0,93,0
EL4X_395.EL4X_395 WT b2,B2 - 2 - 2,Monoculture,Bien irrigue,2,2,2,gauche,395,52,0,0,45,0
EL4X_395.EL4X_395 WT b2,B2 - 2 - 2,Monoculture,Bien irrigue,2,2,2,droite,395,51,0,0,86,0
EL4X_235.EL4X_235 WT b2,B2 - 2 - 3,Monoculture,Bien irrigue,2,2,3,gauche,235,40,0,0,26,0
EL4X_235.EL4X_235 WT b2,B2 - 2 - 3,Monoculture,Bien irrigue,2,2,3,droite,235,38,0,0,90,0
EL4X_395.EL4X_376 WT b2,B2 - 2 - 4,Couple,Bien irrigue,2,2,4,gauche,395,45,0,0,42,0
EL4X_395.EL4X_376 WT b2,B2 - 2 - 4,Couple,Bien irrigue,2,2,4,droite,376,50,0,0,85,0
EL4X_329.EL4X_376 WT b2,B2 - 2 - 5,Couple,Bien irrigue,2,2,5,gauche,329,50,0,0,75,0
EL4X_329.EL4X_376 WT b2,B2 - 2 - 5,Couple,Bien irrigue,2,2,5,droite,376,65,0,0,82,0
EL4X_130.EL4X_131 WT b2,B2 - 2 - 6,Couple,Bien irrigue,2,2,6,gauche,130,41,0,0,113,0
EL4X_130.EL4X_131 WT b2,B2 - 2 - 6,Couple,Bien irrigue,2,2,6,droite,131,55,0,0,61,0
EL4X_265.EL4X_348 WT b2,B2 - 2 - 7,Couple,Bien irrigue,2,2,7,gauche,265,48,0,0,90,0
EL4X_265.EL4X_348 WT b2,B2 - 2 - 7,Couple,Bien irrigue,2,2,7,droite,348,49,0,0,120,0
EL4X_165.EL4X_130 WT b2,B2 - 2 - 8,Couple,Bien irrigue,2,2,8,gauche,165,47,0,0,116,0
EL4X_165.EL4X_130 WT b2,B2 - 2 - 8,Couple,Bien irrigue,2,2,8,droite,130,50,0,0,53,0
EL4X_118.EL4X_118 WT b2,B2 - 2 - 9,Monoculture,Bien irrigue,2,2,9,gauche,118,34,0,0,110,0
EL4X_118.EL4X_118 WT b2,B2 - 2 - 9,Monoculture,Bien irrigue,2,2,9,droite,118,50,0,0,92,0
EL4X_118.EL4X_348 WT b2,B2 - 3 - 1,Couple,Bien irrigue,2,3,1,gauche,118,30,0,0,90,0
EL4X_118.EL4X_348 WT b2,B2 - 3 - 1,Couple,Bien irrigue,2,3,1,droite,348,42,0,0,117,0
EL4X_165.EL4X_131 WT b2,B2 - 3 - 2,Couple,Bien irrigue,2,3,2,gauche,165,48,0,0,112,0
EL4X_165.EL4X_131 WT b2,B2 - 3 - 2,Couple,Bien irrigue,2,3,2,droite,131,56,0,0,30,0
EL4X_114.EL4X_235 WT b2,B2 - 3 - 3,Couple,Bien irrigue,2,3,3,gauche,114,43,0,0,95,0
EL4X_114.EL4X_235 WT b2,B2 - 3 - 3,Couple,Bien irrigue,2,3,3,droite,235,41,0,0,96,0
EL4X_130.EL4X_412 WT b2,B2 - 3 - 4,Couple,Bien irrigue,2,3,4,gauche,130,45,0,0,70,0
EL4X_130.EL4X_412 WT b2,B2 - 3 - 4,Couple,Bien irrigue,2,3,4,droite,412,47,0,0,120,0
EL4X_482.EL4X_118 WT b2,B2 - 3 - 5,Couple,Bien irrigue,2,3,5,gauche,482,46,0,0,70,0
EL4X_482.EL4X_118 WT b2,B2 - 3 - 5,Couple,Bien irrigue,2,3,5,droite,118,44,0,0,127,0
EL4X_89.EL4X_265 WT b2,B2 - 3 - 6,Couple,Bien irrigue,2,3,6,gauche,89,48,0,0,95,0
EL4X_89.EL4X_265 WT b2,B2 - 3 - 6,Couple,Bien irrigue,2,3,6,droite,265,41,0,0,95,0
EL4X_412.EL4X_412 WT b2,B2 - 3 - 7,Monoculture,Bien irrigue,2,3,7,gauche,412,63,0,0,88,0
EL4X_412.EL4X_412 WT b2,B2 - 3 - 7,Monoculture,Bien irrigue,2,3,7,droite,412,38,0,0,105,0
EL4X_131.EL4X_74 WT b2,B2 - 3 - 8,Couple,Bien irrigue,2,3,8,gauche,131,51,0,0,105,0
EL4X_131.EL4X_74 WT b2,B2 - 3 - 8,Couple,Bien irrigue,2,3,8,droite,74,49,0,0,115,0
EL4X_482.EL4X_482 WT b2,B2 - 3 - 9,Monoculture,Bien irrigue,2,3,9,gauche,482,53,0,0,30,0
EL4X_482.EL4X_482 WT b2,B2 - 3 - 9,Monoculture,Bien irrigue,2,3,9,droite,482,46,0,0,117,0
EL4X_165.EL4X_165 WT b2,B2 - 4 - 1,Monoculture,Bien irrigue,2,4,1,gauche,165,50,0,0,105,0
EL4X_165.EL4X_165 WT b2,B2 - 4 - 1,Monoculture,Bien irrigue,2,4,1,droite,165,51,0,0,35,0
EL4X_130.EL4X_74 WT b2,B2 - 4 - 2,Couple,Bien irrigue,2,4,2,gauche,130,61,0,0,100,0
EL4X_130.EL4X_74 WT b2,B2 - 4 - 2,Couple,Bien irrigue,2,4,2,droite,74,49,0,0,95,0
EL4X_265.EL4X_265 WT b2,B2 - 4 - 3,Monoculture,Bien irrigue,2,4,3,gauche,265,39,0,0,47,0
EL4X_265.EL4X_265 WT b2,B2 - 4 - 3,Monoculture,Bien irrigue,2,4,3,droite,265,46,0,0,112,0
EL4X_130.EL4X_130 WT b2,B2 - 4 - 4,Monoculture,Bien irrigue,2,4,4,gauche,130,44,0,0,117,0
EL4X_130.EL4X_130 WT b2,B2 - 4 - 4,Monoculture,Bien irrigue,2,4,4,droite,130,41,0,0,80,0
EL4X_329.EL4X_235 WT b2,B2 - 4 - 5,Couple,Bien irrigue,2,4,5,gauche,329,55,0,0,80,0
EL4X_329.EL4X_235 WT b2,B2 - 4 - 5,Couple,Bien irrigue,2,4,5,droite,235,44,0,0,52,0
EL4X_74.EL4X_74 WT b2,B2 - 4 - 6,Monoculture,Bien irrigue,2,4,6,gauche,74,48,0,0,110,0
EL4X_74.EL4X_74 WT b2,B2 - 4 - 6,Monoculture,Bien irrigue,2,4,6,droite,74,47,0,0,110,0
EL4X_329.EL4X_114 WT b2,B2 - 4 - 7,Couple,Bien irrigue,2,4,7,gauche,329,47,0,0,57,0
EL4X_329.EL4X_114 WT b2,B2 - 4 - 7,Couple,Bien irrigue,2,4,7,droite,114,40,0,0,50,0
EL4X_329.EL4X_329 WT b2,B2 - 4 - 8,Monoculture,Bien irrigue,2,4,8,gauche,329,50,0,0,72,0
EL4X_329.EL4X_329 WT b2,B2 - 4 - 8,Monoculture,Bien irrigue,2,4,8,droite,329,53,0,0,45,0
EL4X_376.EL4X_376 WT b2,B2 - 4 - 9,Monoculture,Bien irrigue,2,4,9,gauche,376,48,0,0,135,0
EL4X_376.EL4X_376 WT b2,B2 - 4 - 9,Monoculture,Bien irrigue,2,4,9,droite,376,48,0,0,115,0
EL4X_412.EL4X_74 WT b2,B2 - 5 - 1,Couple,Bien irrigue,2,5,1,gauche,412,56,0,0,75,0
EL4X_412.EL4X_74 WT b2,B2 - 5 - 1,Couple,Bien irrigue,2,5,1,droite,74,44,0,0,106,0
EL4X_165.EL4X_74 WT b2,B2 - 5 - 2,Couple,Bien irrigue,2,5,2,gauche,165,49,0,0,46,0
EL4X_165.EL4X_74 WT b2,B2 - 5 - 2,Couple,Bien irrigue,2,5,2,droite,74,41,0,0,120,0
EL4X_412.EL4X_131 WT b2,B2 - 5 - 3,Couple,Bien irrigue,2,5,3,gauche,412,56,0,0,1,0
EL4X_412.EL4X_131 WT b2,B2 - 5 - 3,Couple,Bien irrigue,2,5,3,droite,131,45,0,0,80,0
EL4X_395.EL4X_235 WT b2,B2 - 5 - 4,Couple,Bien irrigue,2,5,4,gauche,395,45,0,0,10,0
EL4X_395.EL4X_235 WT b2,B2 - 5 - 4,Couple,Bien irrigue,2,5,4,droite,235,43,0,0,70,0
EL4X_89.EL4X_348 WT b2,B2 - 5 - 5,Couple,Bien irrigue,2,5,5,gauche,89,43,0,0,76,0
EL4X_89.EL4X_348 WT b2,B2 - 5 - 5,Couple,Bien irrigue,2,5,5,droite,348,51,0,0,75,0
EL4X_265.EL4X_118 WT b2,B2 - 5 - 6,Couple,Bien irrigue,2,5,6,gauche,265,48,0,0,26,0
EL4X_265.EL4X_118 WT b2,B2 - 5 - 6,Couple,Bien irrigue,2,5,6,droite,118,NA,0,0,96,0
EL4X_131.EL4X_131 WT b2,B2 - 5 - 7,Monoculture,Bien irrigue,2,5,7,gauche,131,32,0,0,110,0
EL4X_131.EL4X_131 WT b2,B2 - 5 - 7,Monoculture,Bien irrigue,2,5,7,droite,131,60,0,0,110,0
EL4X_89.EL4X_482 WT b2,B2 - 5 - 8,Couple,Bien irrigue,2,5,8,gauche,89,46,0,0,106,0
EL4X_89.EL4X_482 WT b2,B2 - 5 - 8,Couple,Bien irrigue,2,5,8,droite,482,52,0,0,130,0
EL4X_89.EL4X_89 WT b2,B2 - 5 - 9,Monoculture,Bien irrigue,2,5,9,gauche,89,41,0,0,115,0
EL4X_89.EL4X_89 WT b2,B2 - 5 - 9,Monoculture,Bien irrigue,2,5,9,droite,89,42,0,0,77,0
EL4X_131.EL4X_131 wt b3,B3 - 1 - 1,Monoculture,Contraite hydrique,3,1,1,gauche,131,54,0,0,85,0
EL4X_131.EL4X_131 wt b3,B3 - 1 - 1,Monoculture,Contraite hydrique,3,1,1,droite,131,47,0,0,53,0
EL4X_412.EL4X_412 wt b3,B3 - 1 - 2,Monoculture,Contraite hydrique,3,1,2,gauche,412,49,0,0,48,0
EL4X_412.EL4X_412 wt b3,B3 - 1 - 2,Monoculture,Contraite hydrique,3,1,2,droite,412,63,0,0,51,0
EL4X_329.EL4X_376 wt b3,B3 - 1 - 3,Couple,Contraite hydrique,3,1,3,gauche,329,50,0,0,69,0
EL4X_329.EL4X_376 wt b3,B3 - 1 - 3,Couple,Contraite hydrique,3,1,3,droite,376,55,0,0,85,0
EL4X_89.EL4X_118 wt b3,B3 - 1 - 4,Couple,Contraite hydrique,3,1,4,gauche,89,48,0,0,35,0
EL4X_89.EL4X_118 wt b3,B3 - 1 - 4,Couple,Contraite hydrique,3,1,4,droite,118,32,0,0,115,0
EL4X_329.EL4X_114 wt b3,B3 - 1 - 5,Couple,Contraite hydrique,3,1,5,gauche,329,57,0,0,97,0
EL4X_329.EL4X_114 wt b3,B3 - 1 - 5,Couple,Contraite hydrique,3,1,5,droite,114,41,0,0,39,0
EL4X_74.EL4X_74 wt b3,B3 - 1 - 6,Monoculture,Contraite hydrique,3,1,6,gauche,74,38,0,0,106,0
EL4X_74.EL4X_74 wt b3,B3 - 1 - 6,Monoculture,Contraite hydrique,3,1,6,droite,74,45,0,0,119,0
EL4X_329.EL4X_395 wt b3,B3 - 1 - 7,Couple,Contraite hydrique,3,1,7,gauche,329,58,0,0,89,0
EL4X_329.EL4X_395 wt b3,B3 - 1 - 7,Couple,Contraite hydrique,3,1,7,droite,395,56,0,0,35,0
EL4X_265.EL4X_265 wt b3,B3 - 1 - 8,Monoculture,Contraite hydrique,3,1,8,gauche,265,48,0,0,106,0
EL4X_265.EL4X_265 wt b3,B3 - 1 - 8,Monoculture,Contraite hydrique,3,1,8,droite,265,43,0,0,87,0
EL4X_165.EL4X_130 wt b3,B3 - 1 - 9,Couple,Contraite hydrique,3,1,9,gauche,165,49,0,0,94,0
EL4X_165.EL4X_130 wt b3,B3 - 1 - 9,Couple,Contraite hydrique,3,1,9,droite,130,54,0,0,115,0
EL4X_131.EL4X_74 wt b3,B3 - 2 - 1,Couple,Contraite hydrique,3,2,1,gauche,131,63,0,0,76,0
EL4X_131.EL4X_74 wt b3,B3 - 2 - 1,Couple,Contraite hydrique,3,2,1,droite,74,41,0,0,97,0
EL4X_395.EL4X_395 wt b3,B3 - 2 - 2,Monoculture,Contraite hydrique,3,2,2,gauche,395,47,0,0,83,0
EL4X_395.EL4X_395 wt b3,B3 - 2 - 2,Monoculture,Contraite hydrique,3,2,2,droite,395,52,0,0,59,0
EL4X_89.EL4X_89 wt b3,B3 - 2 - 3,Monoculture,Contraite hydrique,3,2,3,gauche,89,46,0,0,12,0
EL4X_89.EL4X_89 wt b3,B3 - 2 - 3,Monoculture,Contraite hydrique,3,2,3,droite,89,43,0,0,104,0
EL4X_482.EL4X_118 wt b3,B3 - 2 - 4,Couple,Contraite hydrique,3,2,4,gauche,482,53,0,0,74,0
EL4X_482.EL4X_118 wt b3,B3 - 2 - 4,Couple,Contraite hydrique,3,2,4,droite,118,29,0,0,98,0
EL4X_482.EL4X_348 wt b3,B3 - 2 - 5,Couple,Contraite hydrique,3,2,5,gauche,482,43,0,0,15,0
EL4X_482.EL4X_348 wt b3,B3 - 2 - 5,Couple,Contraite hydrique,3,2,5,droite,348,48,0,0,108,0
EL4X_130.EL4X_412 wt b3,B3 - 2 - 6,Couple,Contraite hydrique,3,2,6,gauche,130,48,0,0,132,0
EL4X_130.EL4X_412 wt b3,B3 - 2 - 6,Couple,Contraite hydrique,3,2,6,droite,412,50,0,0,4,0
EL4X_89.EL4X_348 wt b3,B3 - 2 - 7,Couple,Contraite hydrique,3,2,7,gauche,89,46,0,0,72,0
